uid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
81, 0.10159, 0.23526, 86.00000, 4.41860, 1.04561, 0.07716, 0.00090, 0.99447, 101.22364, 1.17702, 0.53488
82, 0.10531, 0.19710, 118.00000, 4.01695, 0.79510, 0.13021, 0.00110, 1.15080, 154.44374, 1.30885, 0.61864
83, 0.21012, 0.38145, 99.00000, 3.57576, 1.37091, 0.09440, 0.00095, 1.51954, 134.54996, 1.35909, 0.64646
84, 0.19355, 0.37487, 31.00000, 3.83871, 1.46280, 0.05701, 0.00184, 1.35433, 37.84052, 1.22066, 0.74194
85, 0.22759, 0.40504, 39.00000, 3.10256, 1.27310, 0.03223, 0.00083, 1.56475, 53.39064, 1.36899, 0.71795
86, 0.09732, 0.20169, 48.00000, 4.31250, 0.87898, 0.04787, 0.00100, 1.08276, 64.21418, 1.33780, 0.70833
87, 0.34552, 0.65594, 59.00000, 2.81356, 1.86135, 0.06483, 0.00110, 1.12019, 73.86612, 1.25197, 0.55932
88, 0.12693, 0.25581, 68.00000, 4.14706, 1.06875, 0.07906, 0.00116, 1.23079, 80.19396, 1.17932, 0.58824
89, 0.27311, 0.51239, 21.00000, 3.23810, 1.70014, 0.02272, 0.00108, 1.23532, 26.56613, 1.26505, 0.71429
90, 0.13007, 0.24480, 225.00000, 3.51111, 0.86143, 0.18300, 0.00081, 1.23778, 300.86236, 1.33717, 0.60444
91, 0.04908, 0.11624, 44.00000, 4.70455, 0.55320, 0.04549, 0.00103, 0.68087, 53.99274, 1.22711, 0.70455
92, 0.27204, 0.48291, 430.00000, 2.75814, 1.33349, 0.31157, 0.00072, 1.57936, 585.19242, 1.36091, 0.60233
93, 0.24056, 0.42902, 220.00000, 2.97273, 1.27826, 0.18578, 0.00084, 1.56436, 295.40437, 1.34275, 0.60000
94, 0.11640, 0.21596, 21.00000, 3.85714, 0.85356, 0.01366, 0.00065, 1.20772, 28.00738, 1.33368, 0.52381
95, 0.14771, 0.27361, 99.00000, 3.59596, 0.98891, 0.11740, 0.00119, 1.36068, 125.61835, 1.26887, 0.56566
96, 0.11627, 0.22514, 81.00000, 3.60494, 0.81669, 0.11369, 0.00140, 1.18316, 98.64299, 1.21781, 0.59259
97, 0.06928, 0.13997, 154.00000, 4.47403, 0.62829, 0.09849, 0.00064, 0.88577, 183.51220, 1.19164, 0.62987
98, 0.15921, 0.29539, 20.00000, 3.80000, 1.15166, 0.02787, 0.00139, 1.37478, 24.87296, 1.24365, 0.70000
99, 0.23419, 0.41889, 107.00000, 3.21495, 1.35304, 0.10967, 0.00102, 1.57177, 139.08443, 1.29985, 0.60748
100, 0.14886, 0.28351, 76.00000, 3.02632, 0.86369, 0.09893, 0.00130, 1.25698, 97.98166, 1.28923, 0.51316
101, 0.05447, 0.12979, 106.00000, 4.67925, 0.61019, 0.10308, 0.00097, 0.70849, 142.66503, 1.34590, 0.64151
102, 0.27267, 0.48409, 132.00000, 3.12879, 1.52037, 0.10344, 0.00078, 1.58714, 170.84711, 1.29430, 0.53788
103, 0.12551, 0.23881, 115.00000, 4.05217, 0.97192, 0.10177, 0.00088, 1.26991, 157.47548, 1.36935, 0.57391
104, 0.17589, 0.31891, 46.00000, 3.34783, 1.07945, 0.03842, 0.00084, 1.45449, 62.04693, 1.34885, 0.56522
105, 0.10362, 0.20801, 61.00000, 4.29508, 0.90082, 0.07255, 0.00119, 1.11571, 75.93055, 1.24476, 0.54098
106, 0.09952, 0.18841, 47.00000, 4.02128, 0.76583, 0.04305, 0.00092, 1.11639, 59.06961, 1.25680, 0.63830
107, 0.09954, 0.18974, 121.00000, 3.74380, 0.71331, 0.09391, 0.00078, 1.06388, 144.07795, 1.19073, 0.60331
108, 0.21622, 0.39354, 37.00000, 3.13514, 1.25083, 0.03479, 0.00094, 1.49710, 48.80815, 1.31914, 0.64865
109, 0.06981, 0.16197, 81.00000, 4.00000, 0.65192, 0.08816, 0.00109, 0.86994, 103.75028, 1.28087, 0.62963
110, 0.20500, 0.36891, 80.00000, 3.25000, 1.20652, 0.07148, 0.00089, 1.53170, 107.55783, 1.34447, 0.60000
111, 0.10803, 0.20589, 92.00000, 3.72826, 0.77180, 0.08911, 0.00097, 1.14341, 116.60556, 1.26745, 0.61957
112, 0.12689, 0.25257, 60.00000, 4.18333, 1.06551, 0.04001, 0.00067, 1.20439, 73.20692, 1.22012, 0.58333
113, 0.19056, 0.35504, 68.00000, 3.50000, 1.25186, 0.06327, 0.00093, 1.42418, 92.58929, 1.36161, 0.58824
114, 0.13592, 0.26346, 98.00000, 3.69388, 0.97820, 0.06836, 0.00070, 1.29961, 131.57928, 1.34265, 0.61224
115, 0.15537, 0.28340, 38.00000, 3.84211, 1.10347, 0.03540, 0.00093, 1.30427, 52.25056, 1.37501, 0.52632
116, 0.13893, 0.25624, 86.00000, 3.80233, 0.98003, 0.07039, 0.00082, 1.33724, 116.37455, 1.35319, 0.61628
117, 0.17596, 0.32369, 505.00000, 3.29901, 1.06891, 0.34827, 0.00069, 1.43706, 677.67666, 1.34193, 0.58614
118, 0.12082, 0.22565, 224.00000, 3.76786, 0.85214, 0.24597, 0.00110, 1.21557, 287.79371, 1.28479, 0.60714
119, 0.13579, 0.25255, 105.00000, 3.54286, 0.89902, 0.07133, 0.00068, 1.27929, 144.77959, 1.37885, 0.58095
120, 0.15859, 0.29304, 63.00000, 3.61905, 1.06904, 0.08517, 0.00135, 1.39061, 73.32216, 1.16384, 0.69841
121, 0.09137, 0.19517, 72.00000, 4.41667, 0.86806, 0.08345, 0.00116, 1.02968, 96.92067, 1.34612, 0.54167
122, 0.22547, 0.40927, 57.00000, 2.96491, 1.22423, 0.07730, 0.00136, 1.46113, 74.31717, 1.30381, 0.47368
123, 0.12634, 0.23909, 608.00000, 3.40132, 0.81388, 0.41667, 0.00069, 1.20570, 785.09160, 1.29127, 0.58059
124, 0.07790, 0.15238, 23.00000, 4.17391, 0.65033, 0.02368, 0.00103, 0.95021, 29.13375, 1.26668, 0.34783
125, 0.09748, 0.18384, 71.00000, 4.09859, 0.75885, 0.07546, 0.00106, 1.10144, 90.24671, 1.27108, 0.60563
126, 0.16724, 0.33211, 51.00000, 4.00000, 1.34164, 0.04056, 0.00080, 1.28563, 66.29634, 1.29993, 0.49020
127, 0.12361, 0.22723, 174.00000, 3.84483, 0.87618, 0.18166, 0.00104, 1.24236, 225.29300, 1.29479, 0.55747
128, 0.09943, 0.20199, 22.00000, 4.36364, 0.90214, 0.02179, 0.00099, 1.05980, 28.45006, 1.29318, 0.68182
129, 0.11353, 0.21999, 158.00000, 4.02532, 0.88835, 0.15643, 0.00099, 1.21198, 206.12588, 1.30459, 0.60759
130, 0.11926, 0.26705, 135.00000, 4.31111, 1.15556, 0.14047, 0.00104, 1.05739, 172.85792, 1.28043, 0.60000
131, 0.17034, 0.31912, 295.00000, 3.39661, 1.08577, 0.23960, 0.00081, 1.39992, 372.51456, 1.26276, 0.60339
132, 0.13400, 0.25198, 89.00000, 3.96629, 1.00509, 0.08396, 0.00094, 1.31184, 118.09395, 1.32690, 0.61798
133, 0.15280, 0.30036, 170.00000, 3.77059, 1.13589, 0.14930, 0.00088, 1.32517, 223.62943, 1.31547, 0.56471
134, 0.28270, 0.50279, 183.00000, 2.71585, 1.36925, 0.16084, 0.00088, 1.58421, 249.71435, 1.36456, 0.56284
135, 0.21350, 0.39459, 70.00000, 3.65714, 1.45349, 0.06932, 0.00099, 1.42912, 95.63940, 1.36628, 0.64286
136, 0.25334, 0.45080, 378.00000, 3.07407, 1.38764, 0.28149, 0.00074, 1.58391, 500.98177, 1.32535, 0.53175
137, 0.09597, 0.18906, 201.00000, 3.61194, 0.68459, 0.19244, 0.00096, 1.02695, 270.03931, 1.34348, 0.58706
138, 0.07545, 0.15679, 65.00000, 4.49231, 0.70982, 0.06369, 0.00098, 0.93068, 78.71178, 1.21095, 0.58462
139, 0.14666, 0.27123, 245.00000, 3.88163, 1.05498, 0.23150, 0.00094, 1.35265, 319.61390, 1.30455, 0.57959
140, 0.15515, 0.28730, 55.00000, 3.81818, 1.10706, 0.04423, 0.00080, 1.40177, 64.94351, 1.18079, 0.58182
141, 0.18005, 0.34259, 23.00000, 3.69565, 1.29456, 0.02386, 0.00104, 1.32680, 27.72373, 1.20538, 0.52174
142, 0.17618, 0.32252, 47.00000, 3.34043, 1.08901, 0.07100, 0.00151, 1.45059, 58.15625, 1.23737, 0.55319
143, 0.18129, 0.33327, 68.00000, 3.54412, 1.18993, 0.08724, 0.00128, 1.44881, 88.54975, 1.30220, 0.60294
144, 0.23733, 0.43234, 32.00000, 3.46875, 1.52367, 0.03999, 0.00125, 1.47748, 41.61255, 1.30039, 0.62500
145, 0.23932, 0.42701, 39.00000, 3.00000, 1.29777, 0.04138, 0.00106, 1.56557, 52.52334, 1.34675, 0.64103
146, 0.15582, 0.29008, 426.00000, 3.76995, 1.09486, 0.31070, 0.00073, 1.40594, 543.78886, 1.27650, 0.55869
147, 0.14590, 0.26959, 187.00000, 3.50267, 0.94684, 0.19833, 0.00106, 1.33770, 246.61906, 1.31882, 0.57219
148, 0.14005, 0.26170, 624.00000, 3.73397, 0.97796, 0.41366, 0.00066, 1.33930, 829.80960, 1.32982, 0.59615
149, 0.12517, 0.23620, 592.00000, 3.94088, 0.93161, 0.44933, 0.00076, 1.27720, 768.96736, 1.29893, 0.58615
150, 0.09411, 0.18534, 232.00000, 4.02155, 0.74698, 0.22991, 0.00099, 1.08252, 297.70817, 1.28322, 0.62500
151, 0.15071, 0.27874, 471.00000, 3.65393, 1.01959, 0.36775, 0.00078, 1.38651, 627.30778, 1.33186, 0.58811
152, 0.12079, 0.24556, 24.00000, 4.12500, 1.03472, 0.02983, 0.00124, 1.20147, 30.84539, 1.28522, 0.62500
153, 0.15022, 0.29593, 26.00000, 4.07692, 1.23038, 0.02035, 0.00078, 1.27403, 35.88580, 1.38022, 0.53846
154, 0.19318, 0.35048, 44.00000, 3.09091, 1.09583, 0.04691, 0.00107, 1.47155, 57.60924, 1.30930, 0.61364
155, 0.25822, 0.45726, 96.00000, 2.96875, 1.36461, 0.07537, 0.00079, 1.59682, 127.29752, 1.32602, 0.58333
156, 0.08351, 0.16546, 148.00000, 4.23649, 0.70336, 0.11813, 0.00080, 0.99465, 194.04129, 1.31109, 0.64865
157, 0.10945, 0.20668, 427.00000, 3.71897, 0.76954, 0.36083, 0.00085, 1.14625, 551.96936, 1.29267, 0.58080
158, 0.11880, 0.22613, 22.00000, 4.00000, 0.92582, 0.01449, 0.00066, 1.21244, 25.08480, 1.14022, 0.50000
159, 0.11642, 0.21713, 36.00000, 3.77778, 0.83190, 0.04727, 0.00131, 1.20169, 46.93277, 1.30369, 0.61111
160, 0.11000, 0.21189, 20.00000, 3.50000, 0.76089, 0.02860, 0.00143, 1.09406, 26.25221, 1.31261, 0.60000
161, 0.07455, 0.15355, 297.00000, 4.47138, 0.68775, 0.22465, 0.00076, 0.93005, 368.14250, 1.23954, 0.56566
162, 0.12147, 0.23151, 107.00000, 4.12150, 0.95868, 0.11459, 0.00107, 1.23780, 143.38778, 1.34007, 0.64486
163, 0.26650, 0.48948, 514.00000, 2.18288, 1.06952, 0.32933, 0.00064, 1.38312, 703.61322, 1.36890, 0.61479
164, 0.07287, 0.14253, 26.00000, 4.38462, 0.63730, 0.01921, 0.00074, 0.91102, 31.87398, 1.22592, 0.42308
165, 0.11353, 0.21679, 110.00000, 3.98182, 0.86716, 0.10048, 0.00091, 1.21495, 143.83151, 1.30756, 0.57273
166, 0.14141, 0.25900, 410.00000, 3.68780, 0.95631, 0.32668, 0.00080, 1.32446, 543.97115, 1.32676, 0.60000
167, 0.20101, 0.36867, 58.00000, 2.93103, 1.09002, 0.03972, 0.00068, 1.43211, 78.93527, 1.36095, 0.62069
168, 0.16923, 0.32000, 26.00000, 3.84615, 1.25514, 0.03517, 0.00135, 1.41274, 33.61927, 1.29305, 0.50000
169, 0.14970, 0.28073, 552.00000, 3.56703, 1.00228, 0.45671, 0.00083, 1.35794, 715.37004, 1.29596, 0.57065
170, 0.14376, 0.27279, 87.00000, 3.98851, 1.09432, 0.11599, 0.00133, 1.33803, 107.99624, 1.24134, 0.58621
171, 0.08247, 0.16137, 24.00000, 4.00000, 0.65938, 0.02135, 0.00089, 0.96800, 30.05182, 1.25216, 0.62500
172, 0.11210, 0.21213, 23.00000, 3.60870, 0.78272, 0.01756, 0.00076, 1.13129, 27.16792, 1.18121, 0.52174
173, 0.12570, 0.23346, 561.00000, 3.96791, 0.92719, 0.32447, 0.00058, 1.27089, 699.80522, 1.24742, 0.58645
174, 0.14584, 0.27554, 97.00000, 3.64948, 1.01079, 0.10785, 0.00111, 1.32060, 125.35585, 1.29233, 0.58763
175, 0.14146, 0.26912, 317.00000, 3.98107, 1.07310, 0.27434, 0.00087, 1.33466, 414.44719, 1.30740, 0.56782
176, 0.15430, 0.28782, 78.00000, 3.61538, 1.04733, 0.06382, 0.00082, 1.38391, 104.42953, 1.33884, 0.58974
177, 0.11489, 0.21504, 44.00000, 4.11364, 0.89484, 0.07041, 0.00160, 1.19763, 54.27310, 1.23348, 0.54545
178, 0.11533, 0.21860, 115.00000, 3.84348, 0.84388, 0.08563, 0.00074, 1.21484, 150.84965, 1.31174, 0.62609
179, 0.24240, 0.44410, 110.00000, 2.65455, 1.18427, 0.10103, 0.00092, 1.36130, 145.85223, 1.32593, 0.56364
180, 0.11336, 0.21290, 59.00000, 3.69492, 0.79338, 0.05233, 0.00089, 1.16709, 74.06551, 1.25535, 0.52542
181, 0.16212, 0.29913, 301.00000, 3.60465, 1.08005, 0.28269, 0.00094, 1.42527, 396.18714, 1.31624, 0.58804
182, 0.16648, 0.31073, 83.00000, 3.83133, 1.19775, 0.10379, 0.00125, 1.42177, 107.23915, 1.29204, 0.69880
183, 0.14249, 0.28414, 101.00000, 4.09901, 1.17051, 0.08057, 0.00080, 1.27477, 125.80159, 1.24556, 0.61386
184, 0.13283, 0.25408, 84.00000, 4.08333, 1.04372, 0.07559, 0.00090, 1.26686, 108.93315, 1.29682, 0.59524
185, 0.10458, 0.20033, 51.00000, 3.58824, 0.72599, 0.05386, 0.00106, 1.08007, 69.32220, 1.35926, 0.54902
186, 0.09585, 0.18446, 122.00000, 4.25410, 0.78794, 0.13013, 0.00107, 1.09350, 158.98997, 1.30320, 0.61475
187, 0.08941, 0.17949, 417.00000, 4.08393, 0.73390, 0.22850, 0.00055, 1.05457, 551.36857, 1.32223, 0.59952
188, 0.19105, 0.34724, 71.00000, 3.16901, 1.10823, 0.05770, 0.00081, 1.47970, 94.47245, 1.33060, 0.57746
189, 0.15713, 0.30454, 31.00000, 4.00000, 1.23828, 0.03572, 0.00115, 1.33522, 40.16250, 1.29556, 0.61290
190, 0.16615, 0.30137, 153.00000, 3.69935, 1.11853, 0.15887, 0.00104, 1.42233, 195.85677, 1.28011, 0.54248
191, 0.18867, 0.34059, 30.00000, 3.33333, 1.15470, 0.02507, 0.00084, 1.50017, 39.87426, 1.32914, 0.50000
192, 0.21578, 0.38704, 525.00000, 3.09143, 1.19765, 0.41534, 0.00079, 1.54002, 699.59737, 1.33257, 0.59619
193, 0.12082, 0.22981, 242.00000, 3.67769, 0.84691, 0.18396, 0.00076, 1.22890, 296.77468, 1.22634, 0.61570
194, 0.10602, 0.21922, 59.00000, 3.98305, 0.88066, 0.04877, 0.00083, 1.12792, 80.49897, 1.36439, 0.59322
195, 0.13899, 0.25975, 822.00000, 3.88929, 1.01086, 0.49788, 0.00061, 1.34044, 1084.15107, 1.31892, 0.58394
196, 0.10529, 0.19399, 32.00000, 4.06250, 0.80071, 0.04419, 0.00138, 1.09165, 37.26196, 1.16444, 0.68750
197, 0.14482, 0.26617, 22.00000, 3.90909, 1.06499, 0.03132, 0.00142, 1.31386, 26.72070, 1.21458, 0.68182
198, 0.14309, 0.26678, 379.00000, 3.74934, 1.00157, 0.33957, 0.00090, 1.35808, 504.64342, 1.33151, 0.60686
199, 0.18244, 0.33227, 402.00000, 3.27612, 1.08991, 0.29239, 0.00073, 1.46801, 538.99393, 1.34078, 0.55224
200, 0.20354, 0.36391, 26.00000, 3.42308, 1.27037, 0.02113, 0.00081, 1.48731, 35.06450, 1.34863, 0.38462
201, 0.12269, 0.23296, 87.00000, 3.95402, 0.92646, 0.06623, 0.00076, 1.24600, 115.07029, 1.32265, 0.55172
202, 0.18210, 0.32980, 670.00000, 3.24925, 1.07240, 0.45925, 0.00069, 1.46195, 907.42152, 1.35436, 0.56119
203, 0.28363, 0.51989, 127.00000, 2.29134, 1.19596, 0.07472, 0.00059, 1.45488, 170.08444, 1.33925, 0.63780
