uid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
91, 0.11234, 0.10092, 0.01046, 0.93454, 0.24703, 0.04742, 0.48851, 0.39371, 0.01034, 0.41067, 0.65509
92, 0.71024, 0.57420, 0.17873, 0.44148, 0.69616, 0.36581, 0.31034, 0.98192, 0.18774, 0.79457, 0.47470
93, 0.62582, 0.50464, 0.08718, 0.49584, 0.66437, 0.21529, 0.37931, 0.97210, 0.09096, 0.74246, 0.47059
94, 0.29287, 0.22964, 0.00044, 0.71987, 0.41992, 0.00933, 0.27011, 0.73862, 0.00167, 0.71644, 0.33614
95, 0.37683, 0.30405, 0.03444, 0.65371, 0.49782, 0.13347, 0.58046, 0.83876, 0.03426, 0.53049, 0.40999
96, 0.29252, 0.24148, 0.02659, 0.65599, 0.39869, 0.12903, 0.70115, 0.72254, 0.02525, 0.38398, 0.45751
97, 0.16651, 0.13155, 0.05841, 0.87614, 0.29025, 0.11084, 0.26437, 0.52785, 0.05360, 0.30890, 0.52330
98, 0.40767, 0.33216, 0.00000, 0.70540, 0.59150, 0.02634, 0.69540, 0.84799, 0.00062, 0.45812, 0.64706
99, 0.60874, 0.49157, 0.03793, 0.55719, 0.70742, 0.12422, 0.48276, 0.97696, 0.03876, 0.61937, 0.48379
100, 0.37991, 0.31682, 0.02441, 0.50941, 0.42575, 0.11137, 0.64368, 0.77087, 0.02503, 0.58890, 0.31735
101, 0.12679, 0.11841, 0.03749, 0.92813, 0.27983, 0.11633, 0.45402, 0.41179, 0.03996, 0.75150, 0.54384
102, 0.71193, 0.57572, 0.04882, 0.53537, 0.80373, 0.11676, 0.34483, 0.98702, 0.04937, 0.60345, 0.36097
103, 0.31730, 0.25913, 0.04141, 0.76928, 0.48804, 0.11477, 0.40230, 0.77934, 0.04490, 0.81878, 0.42455
104, 0.45240, 0.36252, 0.01133, 0.59086, 0.54994, 0.03896, 0.37931, 0.90018, 0.01303, 0.75996, 0.40922
105, 0.25859, 0.21937, 0.01787, 0.83081, 0.44712, 0.07980, 0.58046, 0.67839, 0.01767, 0.46131, 0.36644
106, 0.24760, 0.19408, 0.01177, 0.76145, 0.36942, 0.04450, 0.42529, 0.67883, 0.01204, 0.49585, 0.53818
107, 0.24765, 0.19579, 0.04403, 0.69116, 0.33919, 0.10536, 0.34483, 0.64445, 0.04043, 0.30629, 0.47643
108, 0.56055, 0.45884, 0.00741, 0.53698, 0.64859, 0.03462, 0.43678, 0.92807, 0.00861, 0.67472, 0.55644
109, 0.16793, 0.15995, 0.02659, 0.75606, 0.30385, 0.09848, 0.52299, 0.51749, 0.02696, 0.56492, 0.52288
110, 0.53046, 0.42705, 0.02616, 0.56607, 0.62308, 0.07852, 0.40805, 0.95072, 0.02823, 0.74740, 0.47059
111, 0.27042, 0.21664, 0.03139, 0.68723, 0.37286, 0.09962, 0.45402, 0.69652, 0.03125, 0.52641, 0.50513
112, 0.32100, 0.27689, 0.01744, 0.80250, 0.54192, 0.04086, 0.28161, 0.73644, 0.01676, 0.39061, 0.44117
113, 0.49174, 0.40915, 0.02092, 0.62940, 0.64918, 0.06870, 0.43103, 0.88033, 0.02323, 0.79657, 0.44984
114, 0.34521, 0.29095, 0.03400, 0.67852, 0.49166, 0.07479, 0.29885, 0.79878, 0.03625, 0.74217, 0.49219
115, 0.39737, 0.31668, 0.00785, 0.71607, 0.56376, 0.03535, 0.43103, 0.80183, 0.00976, 0.83502, 0.34057
116, 0.35329, 0.28163, 0.02877, 0.70599, 0.49271, 0.07722, 0.36782, 0.82342, 0.03118, 0.77242, 0.49932
117, 0.45259, 0.36869, 0.21142, 0.57849, 0.54387, 0.40973, 0.29310, 0.88876, 0.21863, 0.74011, 0.44613
118, 0.30472, 0.24214, 0.08893, 0.69726, 0.41910, 0.28732, 0.52874, 0.74376, 0.08842, 0.57616, 0.48319
119, 0.34486, 0.27686, 0.03705, 0.64026, 0.44608, 0.07834, 0.28736, 0.78548, 0.04066, 0.84604, 0.43697
120, 0.40601, 0.32913, 0.01874, 0.65956, 0.54395, 0.09490, 0.67241, 0.85835, 0.01680, 0.22913, 0.64426
121, 0.22574, 0.20280, 0.02267, 0.86161, 0.42826, 0.09284, 0.56322, 0.62206, 0.02468, 0.75213, 0.36766
122, 0.58536, 0.47915, 0.01613, 0.49385, 0.63327, 0.08549, 0.67816, 0.90452, 0.01713, 0.63073, 0.24768
123, 0.31952, 0.25949, 0.25632, 0.60441, 0.39708, 0.49158, 0.29310, 0.73730, 0.25450, 0.59476, 0.43634
124, 0.18962, 0.14757, 0.00131, 0.80012, 0.30294, 0.02132, 0.48851, 0.57004, 0.00204, 0.52420, 0.02559
125, 0.24213, 0.18818, 0.02223, 0.78104, 0.36540, 0.08328, 0.50575, 0.66904, 0.02245, 0.53683, 0.48053
126, 0.42920, 0.37955, 0.01351, 0.75606, 0.70086, 0.04152, 0.35632, 0.78963, 0.01445, 0.61960, 0.27683
127, 0.31220, 0.24418, 0.06713, 0.71676, 0.43294, 0.21036, 0.49425, 0.76130, 0.06755, 0.60485, 0.39554
128, 0.24736, 0.21160, 0.00087, 0.84818, 0.44788, 0.01906, 0.46552, 0.64178, 0.00181, 0.60024, 0.61498
129, 0.28517, 0.23484, 0.06016, 0.76248, 0.43994, 0.18017, 0.46552, 0.74141, 0.06115, 0.63297, 0.48399
130, 0.30054, 0.29558, 0.05013, 0.83487, 0.59375, 0.16107, 0.49425, 0.64020, 0.05004, 0.56365, 0.47059
131, 0.43752, 0.36279, 0.11988, 0.60321, 0.55358, 0.27969, 0.36207, 0.86445, 0.11671, 0.51295, 0.47657
132, 0.34006, 0.27613, 0.03008, 0.74752, 0.50714, 0.09345, 0.43678, 0.80679, 0.03175, 0.69698, 0.50232
133, 0.39048, 0.33857, 0.06539, 0.69795, 0.58243, 0.17164, 0.40230, 0.81551, 0.06699, 0.66419, 0.40832
134, 0.73883, 0.59986, 0.07105, 0.43076, 0.71675, 0.18545, 0.40230, 0.98510, 0.07571, 0.80504, 0.40502
135, 0.55326, 0.46020, 0.02180, 0.66921, 0.76524, 0.07594, 0.46552, 0.88357, 0.02425, 0.80997, 0.54623
136, 0.66010, 0.53275, 0.15606, 0.52151, 0.72733, 0.32982, 0.32184, 0.98490, 0.15962, 0.69254, 0.35015
137, 0.23808, 0.19491, 0.07890, 0.65776, 0.32266, 0.22326, 0.44828, 0.62028, 0.08249, 0.74456, 0.44776
138, 0.18305, 0.15326, 0.01962, 0.88078, 0.33718, 0.06920, 0.45977, 0.55725, 0.01860, 0.36430, 0.44345
139, 0.37401, 0.30097, 0.09808, 0.72608, 0.53585, 0.27000, 0.43678, 0.83350, 0.09905, 0.63286, 0.43457
140, 0.39678, 0.32172, 0.01526, 0.71000, 0.56583, 0.04591, 0.35632, 0.86566, 0.01400, 0.27777, 0.43851
141, 0.46356, 0.39308, 0.00131, 0.67897, 0.67376, 0.02154, 0.49425, 0.81658, 0.00157, 0.34832, 0.33249
142, 0.45318, 0.36718, 0.01177, 0.58898, 0.55544, 0.07795, 0.76437, 0.89762, 0.01173, 0.44011, 0.38799
143, 0.46688, 0.38105, 0.02092, 0.64058, 0.61353, 0.09738, 0.63218, 0.89646, 0.02188, 0.62612, 0.47578
144, 0.61716, 0.50893, 0.00523, 0.62149, 0.80563, 0.04084, 0.61494, 0.91523, 0.00621, 0.62092, 0.51471
145, 0.62250, 0.50205, 0.00828, 0.50274, 0.67560, 0.04250, 0.50575, 0.97290, 0.00985, 0.75394, 0.54300
146, 0.39858, 0.32530, 0.17698, 0.69779, 0.55881, 0.36477, 0.31609, 0.86839, 0.17391, 0.55238, 0.39769
147, 0.37198, 0.29886, 0.07280, 0.63008, 0.47361, 0.23031, 0.50575, 0.82372, 0.07467, 0.67380, 0.42152
148, 0.35629, 0.28867, 0.26330, 0.68867, 0.49152, 0.48797, 0.27586, 0.82476, 0.26943, 0.70536, 0.46380
149, 0.31639, 0.25576, 0.24935, 0.74109, 0.46484, 0.53066, 0.33333, 0.78411, 0.24911, 0.61673, 0.44615
150, 0.23309, 0.19011, 0.09241, 0.76152, 0.35857, 0.26810, 0.46552, 0.65666, 0.09173, 0.57166, 0.51471
151, 0.38488, 0.31067, 0.19660, 0.66840, 0.51548, 0.43304, 0.34483, 0.85567, 0.20180, 0.71122, 0.44961
152, 0.30464, 0.26784, 0.00174, 0.78773, 0.52419, 0.02868, 0.60920, 0.73453, 0.00261, 0.57740, 0.51471
153, 0.38356, 0.33286, 0.00262, 0.77555, 0.63681, 0.01734, 0.34483, 0.78203, 0.00430, 0.84997, 0.36199
154, 0.49877, 0.40327, 0.01046, 0.52577, 0.55937, 0.04912, 0.51149, 0.91134, 0.01155, 0.64649, 0.49466
155, 0.67318, 0.54109, 0.03313, 0.49483, 0.71408, 0.08318, 0.35057, 0.99336, 0.03482, 0.69446, 0.44117
156, 0.20467, 0.16445, 0.05580, 0.81597, 0.33346, 0.13434, 0.35632, 0.59913, 0.05711, 0.65162, 0.55644
157, 0.27423, 0.21766, 0.17742, 0.68487, 0.37156, 0.42476, 0.38506, 0.69838, 0.17664, 0.59877, 0.43671
158, 0.29930, 0.24276, 0.00087, 0.75606, 0.46151, 0.01033, 0.27586, 0.74171, 0.00069, 0.16136, 0.29412
159, 0.29292, 0.23115, 0.00697, 0.69977, 0.40745, 0.04955, 0.64943, 0.73467, 0.00799, 0.63039, 0.49020
160, 0.27570, 0.22438, 0.00000, 0.62940, 0.36658, 0.02721, 0.71839, 0.66421, 0.00108, 0.65598, 0.47059
161, 0.18064, 0.14908, 0.12075, 0.87547, 0.32448, 0.26180, 0.33333, 0.55684, 0.11525, 0.44633, 0.40999
162, 0.30646, 0.24971, 0.03793, 0.78684, 0.48042, 0.13011, 0.51149, 0.75831, 0.04020, 0.73477, 0.54976
163, 0.69539, 0.58268, 0.21534, 0.29575, 0.54422, 0.38706, 0.26437, 0.85345, 0.22729, 0.81749, 0.49669
164, 0.17613, 0.13486, 0.00262, 0.85350, 0.29544, 0.01597, 0.32184, 0.54438, 0.00296, 0.40725, 0.15838
165, 0.28517, 0.23071, 0.03923, 0.75146, 0.42775, 0.11322, 0.41954, 0.74336, 0.04035, 0.64149, 0.42247
166, 0.35994, 0.28519, 0.17001, 0.67698, 0.47906, 0.38389, 0.35632, 0.81505, 0.17397, 0.69658, 0.47059
167, 0.51976, 0.42674, 0.01656, 0.48527, 0.55602, 0.04052, 0.28736, 0.88552, 0.01867, 0.79468, 0.50710
168, 0.43454, 0.36392, 0.00262, 0.71709, 0.65107, 0.03507, 0.67241, 0.87284, 0.00354, 0.59986, 0.29412
169, 0.38217, 0.31324, 0.23191, 0.64638, 0.50552, 0.53949, 0.37356, 0.83697, 0.23121, 0.60821, 0.41880
170, 0.36624, 0.30299, 0.02921, 0.75315, 0.55850, 0.13178, 0.66092, 0.82393, 0.02838, 0.45150, 0.44626
171, 0.20188, 0.15917, 0.00174, 0.75606, 0.30815, 0.01854, 0.40805, 0.58168, 0.00235, 0.48254, 0.51471
172, 0.28134, 0.22469, 0.00131, 0.65694, 0.37914, 0.01400, 0.33333, 0.68859, 0.00139, 0.27897, 0.33249
173, 0.31781, 0.25222, 0.23583, 0.74793, 0.46230, 0.38125, 0.22989, 0.77998, 0.22601, 0.46894, 0.44668
174, 0.37182, 0.30654, 0.03357, 0.66727, 0.51042, 0.12204, 0.53448, 0.81252, 0.03418, 0.59780, 0.44876
175, 0.36007, 0.29825, 0.12947, 0.75127, 0.54628, 0.32126, 0.39655, 0.82173, 0.13072, 0.64104, 0.41380
176, 0.39450, 0.32239, 0.02528, 0.65863, 0.53145, 0.06936, 0.36782, 0.85397, 0.02719, 0.73124, 0.45249
177, 0.28882, 0.22845, 0.01046, 0.78485, 0.44368, 0.07724, 0.81609, 0.73202, 0.01044, 0.42894, 0.37433
178, 0.29000, 0.23304, 0.04141, 0.71641, 0.41435, 0.09545, 0.32184, 0.74328, 0.04269, 0.65349, 0.51663
179, 0.63076, 0.52410, 0.03923, 0.41523, 0.61027, 0.11388, 0.42529, 0.83917, 0.04102, 0.69420, 0.40643
180, 0.28471, 0.22569, 0.01700, 0.67878, 0.38528, 0.05561, 0.40805, 0.71202, 0.01705, 0.49169, 0.33898
181, 0.41547, 0.33699, 0.12249, 0.65591, 0.55028, 0.33126, 0.43678, 0.88105, 0.12462, 0.66640, 0.44949
182, 0.42717, 0.35196, 0.02746, 0.71334, 0.61803, 0.11718, 0.61494, 0.87875, 0.02813, 0.59696, 0.64494
183, 0.36283, 0.31764, 0.03531, 0.78114, 0.60235, 0.08940, 0.35632, 0.78252, 0.03432, 0.46360, 0.49505
184, 0.33693, 0.27884, 0.02790, 0.77717, 0.52937, 0.08344, 0.41379, 0.77734, 0.02869, 0.61068, 0.46219
185, 0.26117, 0.20946, 0.01351, 0.65176, 0.34649, 0.05744, 0.50575, 0.65505, 0.01546, 0.78983, 0.38063
186, 0.23776, 0.18898, 0.04446, 0.82043, 0.38215, 0.14870, 0.51149, 0.66385, 0.04541, 0.62898, 0.49662
187, 0.22049, 0.18256, 0.17306, 0.77732, 0.35104, 0.26641, 0.21264, 0.63836, 0.17644, 0.68359, 0.46974
188, 0.49305, 0.39908, 0.02223, 0.54556, 0.56650, 0.06203, 0.36207, 0.91668, 0.02386, 0.70760, 0.43082
189, 0.40209, 0.34397, 0.00480, 0.75606, 0.64136, 0.03573, 0.55747, 0.82209, 0.00572, 0.60706, 0.49336
190, 0.42628, 0.33988, 0.05798, 0.67990, 0.57243, 0.18309, 0.49425, 0.87912, 0.05772, 0.56273, 0.36909
191, 0.48667, 0.39050, 0.00436, 0.58718, 0.59325, 0.02299, 0.37931, 0.93008, 0.00563, 0.70341, 0.29412
192, 0.55937, 0.45045, 0.22014, 0.52590, 0.61797, 0.48998, 0.35057, 0.95617, 0.22595, 0.71325, 0.46387
193, 0.30472, 0.24751, 0.09677, 0.67442, 0.41609, 0.21311, 0.33333, 0.75249, 0.09142, 0.40846, 0.49830
194, 0.26503, 0.23384, 0.01700, 0.75177, 0.43552, 0.05135, 0.37356, 0.68638, 0.01920, 0.80455, 0.45863
195, 0.35345, 0.28616, 0.34961, 0.72802, 0.51046, 0.58875, 0.24713, 0.82551, 0.35437, 0.67409, 0.44225
196, 0.26307, 0.20128, 0.00523, 0.77190, 0.38950, 0.04587, 0.68966, 0.66263, 0.00476, 0.23086, 0.62500
197, 0.36908, 0.29444, 0.00087, 0.73303, 0.54162, 0.03047, 0.71264, 0.80811, 0.00124, 0.37472, 0.61498
198, 0.36444, 0.29523, 0.15650, 0.69257, 0.50511, 0.39932, 0.41379, 0.83706, 0.16084, 0.71021, 0.48270
199, 0.46997, 0.37976, 0.16652, 0.57269, 0.55596, 0.34286, 0.31609, 0.90903, 0.17231, 0.73681, 0.38631
200, 0.52655, 0.42060, 0.00262, 0.60992, 0.65983, 0.01827, 0.36207, 0.92166, 0.00402, 0.75933, 0.09051
201, 0.30973, 0.25158, 0.02921, 0.74442, 0.46188, 0.07224, 0.33333, 0.76368, 0.03074, 0.68479, 0.38539
202, 0.46905, 0.37657, 0.28335, 0.56588, 0.54588, 0.54253, 0.29310, 0.90506, 0.29535, 0.77577, 0.40210
203, 0.74132, 0.62193, 0.04664, 0.32323, 0.61700, 0.08240, 0.23563, 0.90043, 0.04911, 0.73242, 0.53730
