iid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
48, 0.20312, 0.36819, 382.00000, 2.97644, 1.09735, 0.15242, 0.00040, 1.47914, 0.15242, 0.00040, 0.44503
49, 0.14228, 0.25819, 27.00000, 3.74074, 0.98421, 0.01493, 0.00055, 1.32073, 0.01493, 0.00055, 0.51852
50, 0.07623, 0.16573, 1783.00000, 4.51711, 0.74882, 0.52365, 0.00029, 0.92605, 0.52365, 0.00029, 0.46831
51, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
52, 0.13382, 0.25079, 431.00000, 3.64037, 0.91405, 0.19239, 0.00045, 1.30055, 0.19239, 0.00045, 0.40835
53, 0.03947, 0.09116, 8.00000, 4.75000, 0.46291, 0.00191, 0.00024, 0.56234, 0.00191, 0.00024, 0.37500
54, 0.23740, 0.43163, 41.00000, 2.56098, 1.11912, 0.01813, 0.00044, 1.46295, 0.01813, 0.00044, 0.46341
55, 0.21353, 0.38522, 45.00000, 3.06667, 1.19469, 0.02314, 0.00051, 1.50953, 0.02314, 0.00051, 0.42222
56, 0.32099, 0.62361, 9.00000, 2.00000, 1.32288, 0.00310, 0.00034, 1.14906, 0.00310, 0.00034, 0.44444
57, 0.15994, 0.29501, 99.00000, 3.40404, 1.00934, 0.05742, 0.00058, 1.39493, 0.05742, 0.00058, 0.44444
58, 0.11531, 0.21897, 501.00000, 4.09381, 0.89732, 0.17539, 0.00035, 1.21727, 0.17539, 0.00035, 0.39521
59, 0.26136, 0.47238, 8.00000, 2.75000, 1.38873, 0.00451, 0.00056, 1.49418, 0.00451, 0.00056, 0.62500
60, 0.16722, 0.30986, 357.00000, 3.21289, 0.99693, 0.14419, 0.00040, 1.38770, 0.14419, 0.00040, 0.44818
61, 0.16782, 0.31014, 67.00000, 3.00000, 0.93744, 0.04655, 0.00069, 1.33179, 0.04655, 0.00069, 0.47761
62, 0.14580, 0.27429, 541.00000, 3.69686, 1.01497, 0.21841, 0.00040, 1.36226, 0.21841, 0.00040, 0.45102
63, 0.21480, 0.38715, 111.00000, 2.85586, 1.11067, 0.05283, 0.00048, 1.48802, 0.05283, 0.00048, 0.45946
64, 0.21597, 0.39543, 79.00000, 2.26582, 0.90169, 0.04380, 0.00055, 1.26734, 0.04380, 0.00055, 0.44304
65, 0.28005, 0.51981, 143.00000, 2.06294, 1.07610, 0.08375, 0.00059, 1.34650, 0.08375, 0.00059, 0.48252
66, 0.25251, 0.50662, 97.00000, 1.67010, 0.85051, 0.04646, 0.00048, 1.07730, 0.04646, 0.00048, 0.42268
67, 0.13462, 0.25512, 4.00000, 3.25000, 0.95743, 0.00341, 0.00085, 1.03972, 0.00341, 0.00085, 0.25000
68, 0.13277, 0.25060, 60.00000, 3.45000, 0.87188, 0.02879, 0.00048, 1.25578, 0.02879, 0.00048, 0.50000
69, 0.15264, 0.28330, 319.00000, 3.65517, 1.03715, 0.12418, 0.00039, 1.39143, 0.12418, 0.00039, 0.45768
70, 0.20798, 0.37325, 914.00000, 3.15646, 1.17878, 0.33337, 0.00036, 1.53204, 0.33337, 0.00036, 0.50109
71, 0.27042, 0.49693, 96.00000, 2.10417, 1.05111, 0.05742, 0.00060, 1.34802, 0.05742, 0.00060, 0.52083
72, 0.15124, 0.28755, 93.00000, 3.63441, 1.05072, 0.04541, 0.00049, 1.35075, 0.04541, 0.00049, 0.41935
73, 0.14223, 0.26748, 224.00000, 3.81696, 1.02326, 0.07915, 0.00035, 1.35148, 0.07915, 0.00035, 0.42857
74, 0.20194, 0.36684, 120.00000, 2.97500, 1.09592, 0.05293, 0.00044, 1.46804, 0.05293, 0.00044, 0.42500
75, 0.28623, 0.54130, 12.00000, 1.91667, 1.08362, 0.00670, 0.00056, 1.19885, 0.00670, 0.00056, 0.41667
76, 0.19647, 0.36030, 178.00000, 2.85393, 1.03116, 0.08829, 0.00050, 1.42741, 0.08829, 0.00050, 0.47191
77, 0.11397, 0.21424, 34.00000, 3.76471, 0.81868, 0.01784, 0.00052, 1.18742, 0.01784, 0.00052, 0.52941
78, 0.17706, 0.32353, 50.00000, 3.26000, 1.06541, 0.03680, 0.00074, 1.43671, 0.03680, 0.00074, 0.34000
79, 0.20985, 0.38255, 114.00000, 2.60526, 1.00105, 0.06645, 0.00058, 1.38539, 0.06645, 0.00058, 0.41228
80, 0.10775, 0.20319, 52.00000, 3.82692, 0.78519, 0.02153, 0.00041, 1.15307, 0.02153, 0.00041, 0.34615
81, 0.19565, 0.35615, 166.00000, 3.16265, 1.12979, 0.08984, 0.00054, 1.47573, 0.08984, 0.00054, 0.42169
82, 0.14792, 0.27296, 89.00000, 3.87640, 1.06409, 0.03612, 0.00041, 1.35943, 0.03612, 0.00041, 0.32584
83, 0.12171, 0.22567, 33.00000, 3.69697, 0.84723, 0.01342, 0.00041, 1.21469, 0.01342, 0.00041, 0.30303
84, 0.21392, 0.39763, 21.00000, 3.09524, 1.26114, 0.01097, 0.00052, 1.39502, 0.01097, 0.00052, 0.38095
85, 0.15687, 0.29138, 194.00000, 3.40206, 0.99387, 0.08497, 0.00044, 1.37446, 0.08497, 0.00044, 0.42268
86, 0.14546, 0.27417, 236.00000, 3.39407, 0.93251, 0.09434, 0.00040, 1.31654, 0.09434, 0.00040, 0.46610
87, 0.24577, 0.46015, 76.00000, 2.21053, 1.02392, 0.04325, 0.00057, 1.33709, 0.04325, 0.00057, 0.36842
88, 0.19629, 0.35907, 192.00000, 2.94271, 1.05941, 0.09521, 0.00050, 1.44282, 0.09521, 0.00050, 0.48438
89, 0.15238, 0.28818, 229.00000, 3.07424, 0.88788, 0.12401, 0.00054, 1.27088, 0.12401, 0.00054, 0.45415
90, 0.13636, 0.25713, 6.00000, 3.66667, 1.03280, 0.00272, 0.00045, 1.24245, 0.00272, 0.00045, 0.50000
91, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
92, 0.23555, 0.43147, 88.00000, 2.34091, 1.01581, 0.05851, 0.00066, 1.32665, 0.05851, 0.00066, 0.32955
93, 0.23319, 0.42941, 89.00000, 2.23596, 0.96557, 0.06087, 0.00068, 1.33349, 0.06087, 0.00068, 0.43820
94, 0.14171, 0.25964, 182.00000, 3.72527, 0.96989, 0.09452, 0.00052, 1.34249, 0.09452, 0.00052, 0.48352
95, 0.19848, 0.36137, 638.00000, 2.87618, 1.04018, 0.27686, 0.00043, 1.43211, 0.27686, 0.00043, 0.48903
96, 0.10860, 0.21118, 13.00000, 3.92308, 0.86232, 0.00907, 0.00070, 1.15699, 0.00907, 0.00070, 0.30769
97, 0.17094, 0.33212, 44.00000, 3.75000, 1.25984, 0.02047, 0.00047, 1.35761, 0.02047, 0.00047, 0.45455
98, 0.13889, 0.28868, 6.00000, 2.00000, 0.63246, 0.00549, 0.00092, 0.86756, 0.00549, 0.00092, 0.50000
99, 0.14462, 0.27848, 50.00000, 3.46000, 0.97332, 0.02384, 0.00048, 1.29589, 0.02384, 0.00048, 0.46000
100, 0.16881, 0.31285, 128.00000, 3.06250, 0.96187, 0.07386, 0.00058, 1.36557, 0.07386, 0.00058, 0.41406
101, 0.12713, 0.23695, 253.00000, 3.86957, 0.91871, 0.10847, 0.00043, 1.28343, 0.10847, 0.00043, 0.42688
102, 0.26070, 0.50741, 60.00000, 1.81667, 0.92958, 0.03863, 0.00064, 1.16454, 0.03863, 0.00064, 0.45000
103, 0.18239, 0.33194, 33.00000, 3.21212, 1.08275, 0.02521, 0.00076, 1.45784, 0.02521, 0.00076, 0.54545
104, 0.17786, 0.32576, 682.00000, 3.52639, 1.14962, 0.26195, 0.00038, 1.47419, 0.26195, 0.00038, 0.51026
105, 0.18806, 0.34275, 387.00000, 3.23256, 1.10939, 0.16268, 0.00042, 1.47690, 0.16268, 0.00042, 0.40310
106, 0.21512, 0.40213, 12.00000, 3.58333, 1.50504, 0.00406, 0.00034, 1.44519, 0.00406, 0.00034, 0.41667
107, 0.19326, 0.35084, 256.00000, 3.14844, 1.10677, 0.10715, 0.00042, 1.47385, 0.10715, 0.00042, 0.36328
108, 0.28571, 0.50990, 7.00000, 2.85714, 1.57359, 0.00501, 0.00072, 1.54983, 0.00501, 0.00072, 0.42857
109, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
110, 0.11081, 0.21940, 2443.00000, 4.23496, 0.92935, 0.61574, 0.00025, 1.17266, 0.61574, 0.00025, 0.48711
111, 0.10892, 0.21140, 1240.00000, 4.18387, 0.88485, 0.38909, 0.00031, 1.17835, 0.38909, 0.00031, 0.45403
112, 0.14624, 0.27539, 570.00000, 3.44386, 0.94924, 0.23818, 0.00042, 1.33016, 0.23818, 0.00042, 0.49298
113, 0.15429, 0.29497, 53.00000, 2.98113, 0.88775, 0.03178, 0.00060, 1.27081, 0.03178, 0.00060, 0.50943
114, 0.15508, 0.29116, 11.00000, 3.09091, 0.94388, 0.00685, 0.00062, 1.24068, 0.00685, 0.00062, 0.27273
115, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
116, 0.12689, 0.26298, 41.00000, 4.09756, 1.09098, 0.02021, 0.00049, 1.14844, 0.02021, 0.00049, 0.29268
117, 0.11423, 0.21535, 79.00000, 3.63291, 0.78736, 0.04210, 0.00053, 1.16487, 0.04210, 0.00053, 0.46835
118, 0.20187, 0.36297, 68.00000, 3.07353, 1.12391, 0.03621, 0.00053, 1.49033, 0.03621, 0.00053, 0.45588
119, 0.25481, 0.46771, 13.00000, 2.46154, 1.19829, 0.00909, 0.00070, 1.45832, 0.00909, 0.00070, 0.38462
120, 0.08333, 0.17678, 3.00000, 2.66667, 0.57735, 0.00220, 0.00073, 0.63651, 0.00220, 0.00073, 0.66667
121, 0.08324, 0.16166, 37.00000, 4.05405, 0.66441, 0.01783, 0.00048, 0.98034, 0.01783, 0.00048, 0.40541
122, 0.19059, 0.35045, 194.00000, 2.76804, 0.97258, 0.10066, 0.00052, 1.37136, 0.10066, 0.00052, 0.43299
123, 0.14218, 0.26948, 115.00000, 3.86957, 1.04732, 0.05015, 0.00044, 1.34816, 0.05015, 0.00044, 0.40870
124, 0.18571, 0.35625, 14.00000, 3.21429, 1.18831, 0.00981, 0.00070, 1.23264, 0.00981, 0.00070, 0.35714
125, 0.13504, 0.25260, 318.00000, 3.83333, 0.96984, 0.14141, 0.00044, 1.32425, 0.14141, 0.00044, 0.38365
126, 0.28478, 0.53687, 99.00000, 1.98990, 1.07376, 0.04375, 0.00044, 1.30438, 0.04375, 0.00044, 0.53535
127, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00005, 0.00005, 0.00000, 0.00005, 0.00005, 0.00000
128, 0.08974, 0.17201, 12.00000, 4.33333, 0.77850, 0.00476, 0.00040, 1.01140, 0.00476, 0.00040, 0.33333
129, 0.12880, 0.24830, 13.00000, 3.30769, 0.85485, 0.00806, 0.00062, 1.01010, 0.00806, 0.00062, 0.92308
130, 0.12500, 0.25000, 2.00000, 4.00000, 1.41421, 0.00053, 0.00027, 0.69315, 0.00053, 0.00027, 0.50000
131, 0.14923, 0.29362, 16.00000, 3.06250, 0.92871, 0.01115, 0.00070, 1.24402, 0.01115, 0.00070, 0.37500
132, 0.22191, 0.40471, 91.00000, 2.49451, 1.01515, 0.05944, 0.00065, 1.39465, 0.05944, 0.00065, 0.42857
133, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00005, 0.00005, 0.00000, 0.00005, 0.00005, 0.00000
134, 0.00000, 0.00000, 2.00000, 4.00000, 0.00000, 0.00029, 0.00014, 0.00000, 0.00029, 0.00014, 0.00000
135, 0.21913, 0.39525, 133.00000, 2.81203, 1.11566, 0.07831, 0.00059, 1.48858, 0.07831, 0.00059, 0.52632
136, 0.22115, 0.42829, 8.00000, 3.25000, 1.48805, 0.00546, 0.00068, 1.21301, 0.00546, 0.00068, 0.75000
137, 0.19724, 0.36980, 13.00000, 3.00000, 1.15470, 0.00746, 0.00057, 1.37782, 0.00746, 0.00057, 0.30769
138, 0.30000, 0.60000, 2.00000, 2.50000, 2.12132, 0.00255, 0.00127, 0.69315, 0.00255, 0.00127, 0.00000
139, 0.00000, 0.00000, 1.00000, 4.00000, 0.00000, 0.00030, 0.00030, 0.00000, 0.00030, 0.00030, 1.00000
140, 0.19271, 0.35059, 139.00000, 3.16547, 1.11379, 0.06926, 0.00050, 1.48093, 0.06926, 0.00050, 0.38849
141, 0.14477, 0.26877, 682.00000, 3.54985, 0.95478, 0.28724, 0.00042, 1.34621, 0.28724, 0.00042, 0.44428
142, 0.00000, 0.00000, 1.00000, 1.00000, 0.00000, 0.00071, 0.00071, 0.00000, 0.00071, 0.00071, 1.00000
143, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
144, 0.14417, 0.27146, 433.00000, 3.39261, 0.92203, 0.16321, 0.00038, 1.30962, 0.16321, 0.00038, 0.50808
145, 0.17238, 0.31389, 362.00000, 3.29558, 1.03588, 0.14920, 0.00041, 1.42598, 0.14920, 0.00041, 0.48619
146, 0.26709, 0.47419, 18.00000, 2.88889, 1.40958, 0.00965, 0.00054, 1.58593, 0.00965, 0.00054, 0.44444
147, 0.15928, 0.29603, 181.00000, 3.54144, 1.05129, 0.09247, 0.00051, 1.40082, 0.09247, 0.00051, 0.41436
148, 0.21603, 0.39590, 23.00000, 2.78261, 1.12640, 0.01809, 0.00079, 1.44665, 0.01809, 0.00079, 0.56522
149, 0.11642, 0.22416, 47.00000, 3.78723, 0.85811, 0.02434, 0.00052, 1.19643, 0.02434, 0.00052, 0.44681
150, 0.10257, 0.19671, 1251.00000, 4.07354, 0.80162, 0.41311, 0.00033, 1.14756, 0.41311, 0.00033, 0.45723
151, 0.13930, 0.26213, 554.00000, 3.58845, 0.94148, 0.23000, 0.00042, 1.32151, 0.23000, 0.00042, 0.40794
152, 0.21312, 0.38490, 69.00000, 3.00000, 1.16316, 0.03818, 0.00055, 1.51474, 0.03818, 0.00055, 0.39130
153, 0.21830, 0.39597, 777.00000, 2.64221, 1.04692, 0.33063, 0.00043, 1.43229, 0.33063, 0.00043, 0.45689
154, 0.12806, 0.24271, 168.00000, 3.72619, 0.90707, 0.07666, 0.00046, 1.27935, 0.07666, 0.00046, 0.39881
155, 0.16881, 0.30627, 87.00000, 3.41379, 1.05160, 0.04507, 0.00052, 1.41230, 0.04507, 0.00052, 0.47126
156, 0.15674, 0.28561, 66.00000, 3.56061, 1.02475, 0.03419, 0.00052, 1.37310, 0.03419, 0.00052, 0.36364
157, 0.24461, 0.43697, 187.00000, 2.73262, 1.19729, 0.09435, 0.00050, 1.53315, 0.09435, 0.00050, 0.48663
158, 0.18494, 0.33929, 259.00000, 2.98069, 1.01329, 0.11782, 0.00045, 1.41159, 0.11782, 0.00045, 0.46332
159, 0.14759, 0.27351, 116.00000, 3.28448, 0.90223, 0.06900, 0.00059, 1.30469, 0.06900, 0.00059, 0.43966
160, 0.24576, 0.45126, 565.00000, 2.23894, 1.01123, 0.24497, 0.00043, 1.36796, 0.24497, 0.00043, 0.46903
161, 0.12067, 0.23011, 760.00000, 3.72368, 0.85740, 0.30015, 0.00039, 1.23541, 0.30015, 0.00039, 0.48816
162, 0.13319, 0.25595, 491.00000, 4.06314, 1.04104, 0.18088, 0.00037, 1.29226, 0.18088, 0.00037, 0.44603
163, 0.15595, 0.28709, 540.00000, 3.45741, 0.99350, 0.23497, 0.00044, 1.38722, 0.23497, 0.00044, 0.47222
164, 0.12632, 0.24310, 379.00000, 3.56728, 0.86837, 0.15238, 0.00040, 1.23786, 0.15238, 0.00040, 0.45383
165, 0.15261, 0.28253, 825.00000, 3.56121, 1.00675, 0.33834, 0.00041, 1.38556, 0.33834, 0.00041, 0.45818
166, 0.28852, 0.51846, 61.00000, 2.45902, 1.28548, 0.03857, 0.00063, 1.51813, 0.03857, 0.00063, 0.44262
167, 0.11111, 0.22222, 5.00000, 3.60000, 0.89443, 0.00385, 0.00077, 0.95027, 0.00385, 0.00077, 0.40000
168, 0.21179, 0.38255, 362.00000, 2.95028, 1.13018, 0.17617, 0.00049, 1.49333, 0.17617, 0.00049, 0.43923
169, 0.27263, 0.50638, 113.00000, 2.01770, 1.02628, 0.05479, 0.00048, 1.26635, 0.05479, 0.00048, 0.45133
170, 0.19659, 0.35572, 321.00000, 3.14642, 1.12099, 0.14830, 0.00046, 1.49621, 0.14830, 0.00046, 0.49533
171, 0.15553, 0.29162, 93.00000, 3.56989, 1.04671, 0.04983, 0.00054, 1.38857, 0.04983, 0.00054, 0.39785
172, 0.23720, 0.42835, 458.00000, 2.57642, 1.10482, 0.19799, 0.00043, 1.45923, 0.19799, 0.00043, 0.46943
173, 0.24563, 0.44691, 564.00000, 2.30851, 1.03261, 0.24396, 0.00043, 1.39162, 0.24396, 0.00043, 0.48050
174, 0.27834, 0.50313, 81.00000, 2.30864, 1.16878, 0.05010, 0.00062, 1.43671, 0.05010, 0.00062, 0.54321
175, 0.18692, 0.34186, 220.00000, 3.47727, 1.19146, 0.11289, 0.00051, 1.49226, 0.11289, 0.00051, 0.49091
176, 0.11485, 0.21808, 205.00000, 3.91707, 0.85632, 0.09331, 0.00046, 1.21768, 0.09331, 0.00046, 0.43902
177, 0.23067, 0.41527, 139.00000, 2.73381, 1.13938, 0.08399, 0.00060, 1.46659, 0.08399, 0.00060, 0.41007
178, 0.11324, 0.21641, 19.00000, 3.47368, 0.77233, 0.01370, 0.00072, 1.11377, 0.01370, 0.00072, 0.47368
179, 0.21344, 0.40247, 48.00000, 2.20833, 0.89819, 0.02953, 0.00062, 1.23198, 0.02953, 0.00062, 0.50000
180, 0.17271, 0.31346, 451.00000, 3.54767, 1.11328, 0.18978, 0.00042, 1.46086, 0.18978, 0.00042, 0.48559
181, 0.26523, 0.55329, 93.00000, 1.61290, 0.89725, 0.05258, 0.00057, 1.03881, 0.05258, 0.00057, 0.48387
182, 0.18818, 0.34015, 49.00000, 3.14286, 1.08012, 0.02501, 0.00051, 1.44975, 0.02501, 0.00051, 0.44898
183, 0.14135, 0.26788, 29.00000, 3.48276, 0.94946, 0.01953, 0.00067, 1.30829, 0.01953, 0.00067, 0.34483
184, 0.16932, 0.30949, 26.00000, 3.34615, 1.05612, 0.02225, 0.00086, 1.42204, 0.02225, 0.00086, 0.46154
185, 0.19049, 0.34763, 569.00000, 2.86995, 0.99857, 0.25042, 0.00044, 1.40278, 0.25042, 0.00044, 0.46046
186, 0.18962, 0.35073, 211.00000, 2.76303, 0.97138, 0.10405, 0.00049, 1.36510, 0.10405, 0.00049, 0.45024
187, 0.18134, 0.32883, 105.00000, 3.23810, 1.06990, 0.04930, 0.00047, 1.45554, 0.04930, 0.00047, 0.39048
188, 0.19181, 0.34944, 190.00000, 3.22105, 1.12855, 0.09544, 0.00050, 1.48414, 0.09544, 0.00050, 0.42632
189, 0.15425, 0.28006, 15.00000, 3.40000, 0.98561, 0.00755, 0.00050, 1.32295, 0.00755, 0.00050, 0.40000
190, 0.15917, 0.29303, 100.00000, 3.75000, 1.10440, 0.04892, 0.00049, 1.41274, 0.04892, 0.00049, 0.45000
191, 0.23106, 0.42044, 75.00000, 2.46667, 1.04407, 0.04419, 0.00059, 1.41643, 0.04419, 0.00059, 0.41333
192, 0.16667, 0.33333, 2.00000, 3.00000, 1.41421, 0.00070, 0.00035, 0.69315, 0.00070, 0.00035, 1.00000
193, 0.27975, 0.52804, 217.00000, 2.05069, 1.08535, 0.11469, 0.00053, 1.35027, 0.11469, 0.00053, 0.45622
194, 0.13507, 0.25495, 213.00000, 3.75587, 0.95982, 0.10869, 0.00051, 1.31688, 0.10869, 0.00051, 0.42254
195, 0.16934, 0.31797, 164.00000, 2.84146, 0.90628, 0.08624, 0.00053, 1.30295, 0.08624, 0.00053, 0.40854
196, 0.19340, 0.35347, 550.00000, 2.82364, 0.99899, 0.23562, 0.00043, 1.39901, 0.23562, 0.00043, 0.47636
197, 0.18778, 0.34508, 17.00000, 3.05882, 1.08804, 0.01198, 0.00070, 1.43035, 0.01198, 0.00070, 0.52941
198, 0.17475, 0.31930, 605.00000, 3.29587, 1.05325, 0.24382, 0.00040, 1.44273, 0.24382, 0.00040, 0.45289
199, 0.15630, 0.29887, 117.00000, 3.81197, 1.14419, 0.04718, 0.00040, 1.36266, 0.04718, 0.00040, 0.45299
200, 0.23851, 0.42931, 12.00000, 2.41667, 1.08362, 0.00947, 0.00079, 1.35798, 0.00947, 0.00079, 0.33333
201, 0.22362, 0.40508, 33.00000, 2.63636, 1.08450, 0.02259, 0.00068, 1.35025, 0.02259, 0.00068, 0.48485
202, 0.23600, 0.43512, 30.00000, 2.50000, 1.10641, 0.01899, 0.00063, 1.39489, 0.01899, 0.00063, 0.40000
203, 0.21050, 0.38206, 203.00000, 3.05419, 1.16976, 0.10631, 0.00052, 1.49322, 0.10631, 0.00052, 0.39409
