iid, gini, variation, num_ratings, rating_avg, rating_std, phi, avg_phi, entropy, entropy_of_consumed_sum, entropy_of_consumed_avg, proportion_long_tailors
117, 0.14192, 0.26513, 378.00000, 3.69312, 0.98045, 0.58929, 0.00156, 1.34723, 0.58929, 0.00156, 0.46032
118, 0.19013, 0.34355, 293.00000, 3.21502, 1.10642, 0.47900, 0.00163, 1.48405, 0.47900, 0.00163, 0.45392
119, 0.08333, 0.19245, 4.00000, 4.50000, 1.00000, 0.01183, 0.00296, 0.56234, 0.01183, 0.00296, 0.50000
120, 0.26587, 0.48863, 67.00000, 2.23881, 1.10220, 0.14018, 0.00209, 1.41365, 0.14018, 0.00209, 0.49254
121, 0.17874, 0.32438, 429.00000, 3.43823, 1.11658, 0.67070, 0.00156, 1.47246, 0.67070, 0.00156, 0.44755
122, 0.25814, 0.47293, 106.00000, 2.33962, 1.11173, 0.22760, 0.00215, 1.42918, 0.22760, 0.00215, 0.46226
123, 0.16386, 0.30325, 115.00000, 3.23478, 0.98525, 0.23417, 0.00204, 1.37217, 0.23417, 0.00204, 0.40000
124, 0.11649, 0.22494, 187.00000, 4.05348, 0.91424, 0.30725, 0.00164, 1.22133, 0.30725, 0.00164, 0.45989
125, 0.14760, 0.27185, 244.00000, 3.55738, 0.96906, 0.40921, 0.00168, 1.35305, 0.40921, 0.00168, 0.45492
126, 0.15059, 0.27645, 97.00000, 3.80412, 1.05711, 0.14981, 0.00154, 1.38432, 0.14981, 0.00154, 0.50515
127, 0.10666, 0.21793, 413.00000, 4.28329, 0.93458, 0.60625, 0.00147, 1.13093, 0.60625, 0.00147, 0.44794
128, 0.15799, 0.28938, 65.00000, 3.53846, 1.03194, 0.16665, 0.00256, 1.39926, 0.16665, 0.00256, 0.46154
129, 0.13161, 0.24695, 129.00000, 3.82171, 0.94744, 0.22720, 0.00176, 1.30643, 0.22720, 0.00176, 0.46512
130, 0.30435, 0.55670, 23.00000, 2.26087, 1.28691, 0.04797, 0.00209, 1.44364, 0.04797, 0.00209, 0.52174
131, 0.14874, 0.27655, 95.00000, 3.72632, 1.03597, 0.21785, 0.00229, 1.38105, 0.21785, 0.00229, 0.47368
132, 0.12421, 0.23484, 246.00000, 4.07724, 0.95945, 0.49553, 0.00201, 1.25472, 0.49553, 0.00201, 0.43902
133, 0.14683, 0.27454, 171.00000, 3.87135, 1.06597, 0.34266, 0.00200, 1.36855, 0.34266, 0.00200, 0.47368
134, 0.10081, 0.19658, 198.00000, 4.29293, 0.84604, 0.38534, 0.00195, 1.10562, 0.38534, 0.00195, 0.44444
135, 0.13676, 0.25807, 259.00000, 3.96911, 1.02631, 0.50906, 0.00197, 1.32411, 0.50906, 0.00197, 0.44015
136, 0.10817, 0.21611, 105.00000, 4.12381, 0.89545, 0.21929, 0.00209, 1.15156, 0.21929, 0.00209, 0.41905
137, 0.14433, 0.26832, 171.00000, 3.90058, 1.04968, 0.28025, 0.00164, 1.35701, 0.28025, 0.00164, 0.43275
138, 0.29216, 0.52350, 19.00000, 2.57895, 1.38707, 0.04443, 0.00234, 1.53519, 0.04443, 0.00234, 0.26316
139, 0.17281, 0.33195, 50.00000, 2.78000, 0.93219, 0.14458, 0.00289, 1.28660, 0.14458, 0.00289, 0.40000
140, 0.19036, 0.34791, 61.00000, 3.21311, 1.12716, 0.14912, 0.00244, 1.47339, 0.14912, 0.00244, 0.39344
141, 0.10802, 0.20757, 72.00000, 3.50000, 0.73158, 0.19552, 0.00272, 1.08925, 0.19552, 0.00272, 0.43056
142, 0.17684, 0.32776, 57.00000, 3.07018, 1.01523, 0.14718, 0.00258, 1.38693, 0.14718, 0.00258, 0.38596
143, 0.16608, 0.30654, 222.00000, 3.76577, 1.15696, 0.46955, 0.00212, 1.43006, 0.46955, 0.00212, 0.42793
144, 0.12908, 0.24293, 243.00000, 3.87243, 0.94266, 0.48634, 0.00200, 1.29276, 0.48634, 0.00200, 0.41975
145, 0.24461, 0.44222, 65.00000, 2.44615, 1.09017, 0.15552, 0.00239, 1.40125, 0.15552, 0.00239, 0.38462
146, 0.24400, 0.44721, 10.00000, 2.50000, 1.17851, 0.02123, 0.00212, 1.27985, 0.02123, 0.00212, 0.40000
147, 0.16715, 0.30854, 185.00000, 3.47027, 1.07361, 0.32748, 0.00177, 1.43179, 0.32748, 0.00177, 0.44865
148, 0.17717, 0.32500, 128.00000, 3.20312, 1.04512, 0.23827, 0.00186, 1.43363, 0.23827, 0.00186, 0.48438
149, 0.22684, 0.40528, 23.00000, 3.00000, 1.24316, 0.05884, 0.00256, 1.55691, 0.05884, 0.00256, 0.43478
150, 0.14861, 0.27529, 157.00000, 3.82803, 1.05720, 0.26777, 0.00171, 1.37406, 0.26777, 0.00171, 0.44586
151, 0.16517, 0.30109, 326.00000, 3.63190, 1.09520, 0.53425, 0.00164, 1.44144, 0.53425, 0.00164, 0.44172
152, 0.14675, 0.27353, 82.00000, 3.63415, 1.00015, 0.19418, 0.00237, 1.35813, 0.19418, 0.00237, 0.42683
153, 0.13488, 0.25024, 247.00000, 3.78543, 0.94917, 0.48993, 0.00198, 1.31951, 0.48993, 0.00198, 0.42915
154, 0.14292, 0.26135, 174.00000, 3.74713, 0.98213, 0.36747, 0.00211, 1.34306, 0.36747, 0.00211, 0.41379
155, 0.20428, 0.36695, 98.00000, 3.10204, 1.14415, 0.24230, 0.00247, 1.50752, 0.24230, 0.00247, 0.42857
156, 0.12877, 0.24569, 148.00000, 3.98649, 0.98275, 0.31236, 0.00211, 1.28925, 0.31236, 0.00211, 0.37838
157, 0.14492, 0.27081, 127.00000, 3.69291, 1.00405, 0.29133, 0.00229, 1.36199, 0.29133, 0.00229, 0.40157
158, 0.18694, 0.35640, 60.00000, 2.61667, 0.94046, 0.15173, 0.00253, 1.29801, 0.15173, 0.00253, 0.38333
159, 0.14390, 0.27532, 101.00000, 3.22772, 0.89310, 0.24058, 0.00238, 1.26378, 0.24058, 0.00238, 0.40594
160, 0.16664, 0.30923, 69.00000, 3.46377, 1.07894, 0.18158, 0.00263, 1.42016, 0.18158, 0.00263, 0.39130
161, 0.16219, 0.29679, 220.00000, 3.48182, 1.03573, 0.48145, 0.00219, 1.41824, 0.48145, 0.00219, 0.42727
162, 0.15342, 0.28138, 106.00000, 3.55660, 1.00551, 0.23183, 0.00219, 1.36001, 0.23183, 0.00219, 0.43396
163, 0.14117, 0.26355, 92.00000, 3.55435, 0.94187, 0.20780, 0.00226, 1.32682, 0.20780, 0.00226, 0.44565
164, 0.13599, 0.25302, 151.00000, 3.58940, 0.91120, 0.32854, 0.00218, 1.30400, 0.32854, 0.00218, 0.42384
165, 0.10652, 0.20683, 64.00000, 4.10938, 0.85667, 0.12103, 0.00189, 1.16209, 0.12103, 0.00189, 0.42188
166, 0.09328, 0.17498, 58.00000, 4.12069, 0.72735, 0.11915, 0.00205, 1.04750, 0.11915, 0.00205, 0.46552
167, 0.16116, 0.30058, 67.00000, 2.95522, 0.89498, 0.17277, 0.00258, 1.29089, 0.17277, 0.00258, 0.32836
168, 0.12509, 0.24420, 316.00000, 4.06646, 0.99460, 0.59498, 0.00188, 1.24086, 0.59498, 0.00188, 0.45570
169, 0.08405, 0.18363, 118.00000, 4.46610, 0.82361, 0.22530, 0.00191, 0.96967, 0.22530, 0.00191, 0.42373
170, 0.11295, 0.22358, 121.00000, 4.17355, 0.93700, 0.24872, 0.00206, 1.18850, 0.24872, 0.00206, 0.48760
171, 0.13736, 0.25797, 65.00000, 3.87692, 1.00790, 0.15261, 0.00235, 1.32467, 0.15261, 0.00235, 0.35385
172, 0.11185, 0.21919, 367.00000, 4.20436, 0.92280, 0.66362, 0.00181, 1.18263, 0.66362, 0.00181, 0.44687
173, 0.12192, 0.23902, 324.00000, 4.17284, 0.99895, 0.58926, 0.00182, 1.21620, 0.58926, 0.00182, 0.41049
174, 0.10510, 0.20947, 420.00000, 4.25238, 0.89182, 0.72585, 0.00173, 1.14281, 0.72585, 0.00173, 0.43571
175, 0.15548, 0.28895, 208.00000, 3.81731, 1.10567, 0.41672, 0.00200, 1.40273, 0.41672, 0.00200, 0.40385
176, 0.12357, 0.23493, 284.00000, 3.94718, 0.92894, 0.54955, 0.00194, 1.26798, 0.54955, 0.00194, 0.42606
177, 0.12465, 0.23454, 137.00000, 3.86131, 0.90896, 0.28758, 0.00210, 1.27096, 0.28758, 0.00210, 0.47445
178, 0.08498, 0.16499, 125.00000, 4.34400, 0.71959, 0.25929, 0.00207, 1.01247, 0.25929, 0.00207, 0.38400
179, 0.15555, 0.29712, 221.00000, 3.90950, 1.16422, 0.45350, 0.00205, 1.37424, 0.45350, 0.00205, 0.43891
180, 0.12500, 0.23956, 221.00000, 4.04525, 0.97129, 0.43782, 0.00198, 1.26737, 0.43782, 0.00198, 0.42986
181, 0.12106, 0.23031, 507.00000, 4.00789, 0.92395, 0.75443, 0.00149, 1.25429, 0.75443, 0.00149, 0.44181
182, 0.12868, 0.24306, 226.00000, 3.95133, 0.96255, 0.46138, 0.00204, 1.29360, 0.46138, 0.00204, 0.42920
183, 0.11920, 0.22959, 291.00000, 4.03436, 0.92784, 0.54781, 0.00188, 1.24079, 0.54781, 0.00188, 0.43986
184, 0.18597, 0.34278, 116.00000, 3.43103, 1.18119, 0.26826, 0.00231, 1.46764, 0.26826, 0.00231, 0.50000
185, 0.11731, 0.22287, 239.00000, 4.10042, 0.91576, 0.46239, 0.00193, 1.22353, 0.46239, 0.00193, 0.48117
186, 0.12864, 0.24084, 251.00000, 3.83665, 0.92586, 0.51702, 0.00206, 1.29034, 0.51702, 0.00206, 0.43426
187, 0.11277, 0.21902, 209.00000, 4.18660, 0.91914, 0.40570, 0.00194, 1.19407, 0.40570, 0.00194, 0.44498
188, 0.13969, 0.25750, 170.00000, 3.68235, 0.95101, 0.38310, 0.00225, 1.33344, 0.38310, 0.00225, 0.47647
189, 0.11333, 0.22082, 66.00000, 4.10606, 0.91364, 0.13450, 0.00204, 1.20716, 0.13450, 0.00204, 0.42424
190, 0.11100, 0.21779, 124.00000, 4.13710, 0.90468, 0.26213, 0.00211, 1.19158, 0.26213, 0.00211, 0.39516
191, 0.10224, 0.19701, 276.00000, 4.16304, 0.82167, 0.53044, 0.00192, 1.14283, 0.53044, 0.00192, 0.40217
192, 0.11524, 0.22791, 116.00000, 4.12069, 0.94322, 0.24415, 0.00210, 1.20707, 0.24415, 0.00210, 0.48276
193, 0.10286, 0.19534, 157.00000, 3.91720, 0.76763, 0.34676, 0.00221, 1.13332, 0.34676, 0.00221, 0.46497
194, 0.10810, 0.20401, 241.00000, 4.05809, 0.82963, 0.44328, 0.00184, 1.16300, 0.44328, 0.00184, 0.48133
195, 0.12955, 0.24636, 301.00000, 3.93355, 0.97069, 0.58724, 0.00195, 1.29371, 0.58724, 0.00195, 0.44518
196, 0.11910, 0.22864, 251.00000, 3.91633, 0.89720, 0.51638, 0.00206, 1.24330, 0.51638, 0.00206, 0.43028
197, 0.11535, 0.22308, 239.00000, 4.10460, 0.91758, 0.44428, 0.00186, 1.21831, 0.44428, 0.00186, 0.42678
198, 0.11373, 0.21805, 127.00000, 4.00787, 0.87737, 0.28243, 0.00222, 1.21419, 0.28243, 0.00222, 0.45669
199, 0.10177, 0.19897, 165.00000, 4.17576, 0.83339, 0.33229, 0.00201, 1.13661, 0.33229, 0.00201, 0.41212
200, 0.14322, 0.26376, 206.00000, 3.82524, 1.01142, 0.42802, 0.00208, 1.35558, 0.42802, 0.00208, 0.43204
201, 0.18473, 0.33322, 89.00000, 3.51685, 1.17852, 0.19643, 0.00221, 1.49830, 0.19643, 0.00221, 0.35955
202, 0.13344, 0.24821, 280.00000, 3.76429, 0.93602, 0.55444, 0.00198, 1.31175, 0.55444, 0.00198, 0.42857
203, 0.12038, 0.23378, 182.00000, 3.86813, 0.90680, 0.40464, 0.00222, 1.23648, 0.40464, 0.00222, 0.47253
