uid, num_ratings, log_num_ratings, gini, rating_avg, rating_std, phi_avg, phi_std, proportion_long_tailors, avg_entropy, abnormality, abnormality_CR, itens_avg_num_ratings, avg_rating_from_itens_consumed
21, 179.00000, 7.48382, 0.27732, 2.67039, 1.32723, 0.11760, 0.13100, 0.49721, 1.32086, 0.86821, 0.47052, 110.89944, 2.96377
22, 128.00000, 7.00000, 0.24160, 3.35156, 1.49324, 0.17629, 0.12742, 0.19531, 1.32627, 0.93278, 0.35333, 166.24219, 3.31571
23, 151.00000, 7.23840, 0.14010, 3.63576, 0.95557, 0.19981, 0.11816, 0.07285, 1.31341, 0.64075, 0.23062, 188.42384, 3.71683
24, 68.00000, 6.08746, 0.09674, 4.32353, 0.81847, 0.25128, 0.13114, 0.04412, 1.30902, 0.79234, 0.32409, 236.95588, 3.76246
25, 78.00000, 6.28540, 0.07327, 4.05128, 0.62205, 0.22365, 0.13222, 0.07692, 1.24616, 0.49161, 0.15918, 210.89744, 3.89384
26, 107.00000, 6.74147, 0.15030, 2.94393, 0.85596, 0.21834, 0.13695, 0.12150, 1.36527, 0.62266, 0.13110, 205.89720, 3.40364
27, 25.00000, 4.64386, 0.14321, 3.24000, 0.87939, 0.22571, 0.17612, 0.20000, 1.36519, 0.63575, 0.11122, 212.84000, 3.43486
28, 79.00000, 6.30378, 0.13829, 3.72152, 0.95992, 0.21877, 0.14116, 0.11392, 1.32453, 0.68012, 0.23293, 206.30380, 3.56260
29, 34.00000, 5.08746, 0.12287, 3.64706, 0.88360, 0.20604, 0.13454, 0.11765, 1.32037, 0.51622, 0.32132, 194.29412, 3.54410
30, 43.00000, 5.42626, 0.13896, 3.76744, 0.99612, 0.23310, 0.15449, 0.13953, 1.34034, 0.74131, 0.32406, 219.81395, 3.40601
31, 36.00000, 5.16993, 0.13061, 3.91667, 0.96732, 0.14172, 0.09216, 0.25000, 1.29696, 0.78124, 0.35948, 133.63889, 3.74984
32, 41.00000, 5.35755, 0.14455, 3.31707, 0.90662, 0.26744, 0.13932, 0.02439, 1.35579, 0.63944, 0.17823, 252.19512, 3.50990
33, 24.00000, 4.58496, 0.07069, 3.70833, 0.55003, 0.22110, 0.15754, 0.20833, 1.41503, 0.55090, 0.12864, 208.50000, 3.30661
34, 20.00000, 4.32193, 0.16235, 4.05000, 1.39454, 0.17190, 0.16273, 0.30000, 1.44040, 1.40791, 0.82152, 162.10000, 3.26849
35, 25.00000, 4.64386, 0.17067, 3.00000, 0.95743, 0.17090, 0.13205, 0.32000, 1.43515, 0.73603, 0.15733, 161.16000, 3.07552
36, 20.00000, 4.32193, 0.17763, 3.80000, 1.28145, 0.15583, 0.13802, 0.40000, 1.42260, 1.39304, 0.59951, 146.95000, 3.11033
37, 57.00000, 5.83289, 0.14541, 3.64912, 0.99087, 0.23216, 0.13694, 0.14035, 1.33999, 0.67980, 0.08752, 218.92982, 3.44135
38, 121.00000, 6.91886, 0.22174, 3.71901, 1.59804, 0.15222, 0.11813, 0.26446, 1.35321, 1.51439, 0.44538, 143.54545, 3.19006
39, 22.00000, 4.45943, 0.12979, 3.77273, 0.92231, 0.23918, 0.16366, 0.18182, 1.34362, 0.87477, 0.47123, 225.54545, 3.56645
40, 35.00000, 5.12928, 0.17992, 2.88571, 0.96319, 0.19536, 0.13929, 0.17143, 1.38088, 0.90888, 0.32851, 184.22857, 3.44434
41, 52.00000, 5.70044, 0.10989, 3.76923, 0.80721, 0.26411, 0.13172, 0.00000, 1.26798, 0.56912, 0.13498, 249.05769, 3.91762
42, 183.00000, 7.51570, 0.15393, 3.72678, 1.06477, 0.18416, 0.11448, 0.13661, 1.31248, 0.83803, 0.28089, 173.66667, 3.53610
43, 221.00000, 7.78790, 0.14444, 3.71041, 1.01683, 0.18833, 0.12180, 0.11312, 1.32211, 0.68989, 0.23946, 177.59729, 3.53566
44, 151.00000, 7.23840, 0.14382, 3.64901, 1.00132, 0.21659, 0.11719, 0.03311, 1.32051, 0.67652, 0.26529, 204.24503, 3.62816
45, 48.00000, 5.58496, 0.13716, 3.60417, 0.91651, 0.21903, 0.15974, 0.12500, 1.38286, 0.68449, 0.11173, 206.54167, 3.30658
46, 27.00000, 4.75489, 0.11745, 4.11111, 0.93370, 0.28797, 0.18655, 0.11111, 1.35058, 0.81445, 0.19343, 271.55556, 3.65219
47, 25.00000, 4.64386, 0.13187, 3.64000, 0.90738, 0.20891, 0.14558, 0.16000, 1.40420, 0.64008, 0.14774, 197.00000, 3.45168
48, 66.00000, 6.04439, 0.14800, 3.78788, 1.04536, 0.21085, 0.13821, 0.15152, 1.25235, 0.70142, 0.25339, 198.83333, 3.81526
49, 215.00000, 7.74819, 0.26047, 2.68372, 1.25395, 0.14741, 0.12238, 0.27907, 1.35007, 1.06195, 0.83901, 139.00465, 3.34990
50, 24.00000, 4.58496, 0.21127, 3.54167, 1.38247, 0.20612, 0.15332, 0.20833, 1.38719, 1.24804, 0.45094, 194.37500, 3.52355
51, 23.00000, 4.52356, 0.17815, 3.56522, 1.19947, 0.24870, 0.12976, 0.00000, 1.22674, 0.87705, 0.43839, 234.52174, 3.96202
52, 56.00000, 5.80735, 0.08645, 4.26786, 0.72591, 0.22623, 0.13361, 0.07143, 1.32048, 0.72658, 0.10891, 213.33929, 3.66925
53, 28.00000, 4.80735, 0.12250, 3.82143, 0.90487, 0.30075, 0.14706, 0.03571, 1.31476, 0.71260, 0.37936, 283.60714, 3.61330
54, 65.00000, 6.02237, 0.16513, 3.69231, 1.14459, 0.23557, 0.14681, 0.09231, 1.36959, 0.85236, 0.35204, 222.13846, 3.38437
55, 21.00000, 4.39232, 0.24707, 3.28571, 1.48805, 0.31490, 0.14578, 0.04762, 1.31633, 0.97238, 0.48501, 296.95238, 3.57234
56, 187.00000, 7.54689, 0.13645, 3.64171, 0.93612, 0.18663, 0.12249, 0.14973, 1.33340, 0.67806, 0.20086, 175.98930, 3.41093
57, 106.00000, 6.72792, 0.15819, 3.50000, 1.02586, 0.20553, 0.13853, 0.12264, 1.35844, 0.69327, 0.17680, 193.81132, 3.33300
58, 154.00000, 7.26679, 0.16966, 3.83766, 1.23389, 0.18844, 0.13091, 0.19481, 1.28163, 0.90608, 0.11845, 177.70130, 3.74526
59, 382.00000, 8.57743, 0.14177, 3.93455, 1.06157, 0.15256, 0.10651, 0.18325, 1.31495, 0.84395, 0.36273, 143.86649, 3.60662
60, 208.00000, 7.70044, 0.07576, 4.08654, 0.63109, 0.16534, 0.11732, 0.21154, 1.24478, 0.51009, 0.00000, 155.91827, 3.79923
61, 21.00000, 4.39232, 0.22888, 2.95238, 1.24403, 0.23991, 0.13814, 0.09524, 1.41441, 1.01646, 0.39084, 226.23810, 3.31712
62, 232.00000, 7.85798, 0.18485, 3.30172, 1.11441, 0.18260, 0.12312, 0.16810, 1.32796, 0.76270, 0.00000, 172.18966, 3.57340
63, 93.00000, 6.53916, 0.16900, 3.11828, 0.98741, 0.19786, 0.14861, 0.18280, 1.36034, 0.77645, 0.27625, 186.58065, 3.49361
64, 200.00000, 7.64386, 0.14673, 3.58500, 0.99888, 0.20404, 0.11570, 0.07000, 1.30991, 0.65535, 0.20882, 192.41000, 3.67853
65, 80.00000, 6.32193, 0.11504, 3.93750, 0.89079, 0.23163, 0.12967, 0.07500, 1.28815, 0.65854, 0.18893, 218.42500, 3.77137
66, 38.00000, 5.24793, 0.15271, 3.47368, 1.03289, 0.28822, 0.16440, 0.07895, 1.36252, 0.74294, 0.29103, 271.78947, 3.52622
67, 30.00000, 4.90689, 0.12124, 3.76667, 0.89763, 0.20336, 0.13691, 0.20000, 1.39544, 0.82776, 0.36533, 191.76667, 3.12410
68, 34.00000, 5.08746, 0.29212, 3.02941, 1.60464, 0.28981, 0.15366, 0.02941, 1.35296, 1.18759, 0.87334, 273.29412, 3.51054
69, 65.00000, 6.02237, 0.14806, 3.84615, 1.06405, 0.25162, 0.14763, 0.12308, 1.32705, 0.78786, 0.30106, 237.27692, 3.67881
70, 131.00000, 7.03342, 0.12261, 3.46565, 0.81616, 0.19604, 0.11503, 0.08397, 1.32110, 0.44938, 0.08211, 184.86260, 3.52315
71, 38.00000, 5.24793, 0.14730, 3.78947, 1.04385, 0.26933, 0.14073, 0.05263, 1.27527, 0.83279, 0.18070, 253.97368, 3.90657
72, 137.00000, 7.09803, 0.13599, 3.81752, 1.05174, 0.20672, 0.12024, 0.08759, 1.28102, 0.73594, 0.29139, 194.93431, 3.74615
73, 66.00000, 6.04439, 0.16790, 3.72727, 1.15752, 0.22183, 0.12184, 0.07576, 1.28088, 0.75606, 0.21623, 209.18182, 3.82974
74, 39.00000, 5.28540, 0.09967, 3.64103, 0.70663, 0.25366, 0.14280, 0.07692, 1.35645, 0.55908, 0.08800, 239.20513, 3.61335
75, 79.00000, 6.30378, 0.23000, 3.27848, 1.35814, 0.18955, 0.12415, 0.13924, 1.37128, 0.99403, 0.36506, 178.74684, 3.28734
76, 82.00000, 6.35755, 0.17432, 3.56098, 1.12324, 0.17138, 0.13690, 0.26829, 1.29121, 0.76705, 0.00000, 161.60976, 3.67466
77, 72.00000, 6.16993, 0.18365, 3.61111, 1.20510, 0.25407, 0.12084, 0.02778, 1.27475, 0.95151, 0.47646, 239.58333, 3.87120
78, 21.00000, 4.39232, 0.20121, 3.38095, 1.28360, 0.22249, 0.13893, 0.14286, 1.42250, 1.07569, 0.42128, 209.80952, 3.29129
79, 55.00000, 5.78136, 0.13851, 4.00000, 1.03638, 0.19398, 0.15655, 0.23636, 1.35292, 0.87034, 0.30199, 182.92727, 3.66196
80, 29.00000, 4.85798, 0.14363, 3.75862, 1.02313, 0.22108, 0.13466, 0.06897, 1.27513, 0.79077, 0.27647, 208.48276, 3.84496
81, 58.00000, 5.85798, 0.18352, 3.29310, 1.10832, 0.22564, 0.12869, 0.06897, 1.35186, 0.79696, 0.23914, 212.77586, 3.44532
82, 168.00000, 7.39232, 0.21117, 3.07143, 1.18661, 0.19208, 0.12392, 0.13095, 1.31001, 0.76602, 0.29995, 181.13095, 3.53196
83, 155.00000, 7.27612, 0.17692, 3.41935, 1.12163, 0.17327, 0.12401, 0.21290, 1.35246, 0.81658, 0.33751, 163.39355, 3.26981
84, 68.00000, 6.08746, 0.10878, 3.85294, 0.79672, 0.24178, 0.13203, 0.05882, 1.32577, 0.58832, 0.19990, 228.00000, 3.55047
85, 288.00000, 8.16993, 0.12093, 3.53819, 0.81275, 0.16141, 0.11208, 0.19444, 1.29403, 0.55521, 0.14148, 152.20833, 3.72225
86, 23.00000, 4.52356, 0.17821, 3.52174, 1.16266, 0.19678, 0.17069, 0.30435, 1.39827, 0.90871, 0.14665, 185.56522, 3.33337
87, 211.00000, 7.72110, 0.13250, 3.79147, 0.92794, 0.15854, 0.11689, 0.24171, 1.31043, 0.72877, 0.31652, 149.50237, 3.37206
88, 21.00000, 4.39232, 0.15146, 3.95238, 1.16087, 0.16149, 0.14458, 0.38095, 1.37600, 1.19429, 0.59404, 152.28571, 3.47873
89, 76.00000, 6.24793, 0.14679, 4.03947, 1.14823, 0.19973, 0.13986, 0.17105, 1.33953, 0.98926, 0.41304, 188.34211, 3.61214
90, 300.00000, 8.22882, 0.11198, 4.22333, 0.92537, 0.13877, 0.10765, 0.27667, 1.27378, 0.80249, 0.00000, 130.86000, 3.76549
91, 98.00000, 6.61471, 0.13951, 3.88776, 1.03428, 0.21219, 0.12450, 0.11224, 1.26882, 0.78036, 0.24284, 200.09184, 3.78299
92, 388.00000, 8.59991, 0.16221, 3.24485, 0.97480, 0.14960, 0.10953, 0.23454, 1.34225, 0.57038, 0.23735, 141.07216, 3.34965
93, 20.00000, 4.32193, 0.19478, 3.35000, 1.22582, 0.23653, 0.12184, 0.00000, 1.39128, 0.88957, 0.68913, 223.05000, 3.38731
94, 400.00000, 8.64386, 0.15057, 3.65750, 1.01626, 0.14576, 0.10948, 0.26500, 1.32818, 0.66518, 0.23077, 137.45500, 3.47215
95, 278.00000, 8.11894, 0.18131, 3.41727, 1.12663, 0.16110, 0.11362, 0.22302, 1.31831, 0.77460, 0.22906, 151.91727, 3.49266
96, 56.00000, 5.80735, 0.10692, 4.26786, 0.94371, 0.24849, 0.13617, 0.07143, 1.22731, 0.78402, 0.19603, 234.32143, 3.97716
97, 63.00000, 5.97728, 0.13498, 4.15873, 1.13885, 0.23670, 0.12694, 0.06349, 1.25447, 0.97424, 0.33262, 223.20635, 3.95653
98, 27.00000, 4.75489, 0.19549, 3.59259, 1.30853, 0.17910, 0.09556, 0.11111, 1.30460, 1.00060, 0.41069, 168.88889, 3.66784
99, 136.00000, 7.08746, 0.16699, 3.55147, 1.09423, 0.20152, 0.13652, 0.16912, 1.34518, 0.81843, 0.34265, 190.03676, 3.42475
100, 59.00000, 5.88264, 0.18354, 3.06780, 1.04822, 0.15150, 0.14525, 0.42373, 1.33473, 0.67913, 0.00000, 142.86441, 3.36931
101, 67.00000, 6.06609, 0.16141, 2.89552, 0.87272, 0.18233, 0.14250, 0.20896, 1.39406, 0.65169, 0.12911, 171.94030, 3.18149
102, 216.00000, 7.75489, 0.14904, 2.61574, 0.74430, 0.17528, 0.12267, 0.19907, 1.34814, 0.85879, 0.33825, 165.29167, 3.39806
103, 29.00000, 4.85798, 0.13465, 3.62069, 0.94165, 0.31301, 0.14123, 0.03448, 1.31904, 0.65441, 0.25433, 295.17241, 3.66595
104, 111.00000, 6.79442, 0.23941, 2.66667, 1.15470, 0.20133, 0.13819, 0.13514, 1.36665, 1.02954, 0.47770, 189.85586, 3.41239
105, 23.00000, 4.52356, 0.17280, 3.39130, 1.07615, 0.24293, 0.13845, 0.08696, 1.38769, 0.73441, 0.17680, 229.08696, 3.52894
106, 64.00000, 6.00000, 0.09563, 3.76562, 0.70693, 0.19582, 0.12116, 0.15625, 1.27170, 0.53003, 0.04717, 184.65625, 3.76301
107, 22.00000, 4.45943, 0.23278, 3.00000, 1.27242, 0.24949, 0.15316, 0.09091, 1.37784, 0.99323, 0.45657, 235.27273, 3.45131
108, 33.00000, 5.04439, 0.14638, 3.57576, 0.96922, 0.27186, 0.16061, 0.06061, 1.32744, 0.67870, 0.10743, 256.36364, 3.56795
109, 234.00000, 7.87036, 0.18362, 3.44017, 1.13784, 0.18365, 0.12025, 0.15812, 1.34438, 0.87683, 0.32932, 173.17949, 3.39153
110, 133.00000, 7.05528, 0.14863, 3.04511, 0.86045, 0.14634, 0.11934, 0.32331, 1.33244, 0.59995, 0.23797, 138.00000, 3.21441
111, 24.00000, 4.58496, 0.13873, 3.54167, 0.93153, 0.20409, 0.13825, 0.12500, 1.33900, 0.71787, 0.18135, 192.45833, 3.69725
112, 46.00000, 5.52356, 0.14501, 3.69565, 1.07227, 0.19102, 0.13567, 0.17391, 1.36232, 0.76606, 0.26291, 180.13043, 3.43564
113, 51.00000, 5.67243, 0.16305, 3.72549, 1.11496, 0.22573, 0.16438, 0.17647, 1.35409, 0.99298, 0.61093, 212.86275, 3.40340
114, 48.00000, 5.58496, 0.13620, 3.60417, 0.91651, 0.22099, 0.11897, 0.10417, 1.25954, 0.80333, 0.12870, 208.39583, 3.93984
115, 92.00000, 6.52356, 0.15770, 3.93478, 1.17487, 0.20871, 0.13046, 0.13043, 1.29265, 0.95735, 0.46141, 196.81522, 3.78086
116, 143.00000, 7.15987, 0.17678, 3.00699, 0.98221, 0.15395, 0.12879, 0.29371, 1.32635, 0.77922, 0.28605, 145.17483, 3.44098
117, 86.00000, 6.42626, 0.14074, 3.91860, 1.03145, 0.22843, 0.14113, 0.16279, 1.34954, 0.75435, 0.28506, 215.40698, 3.40487
118, 71.00000, 6.14975, 0.06034, 4.66197, 0.75486, 0.18126, 0.13262, 0.21127, 1.31185, 1.08954, 0.29060, 170.92958, 3.66298
119, 181.00000, 7.49985, 0.13328, 3.95028, 1.01257, 0.17727, 0.13291, 0.22652, 1.32703, 0.85722, 0.14944, 167.16575, 3.46868
120, 26.00000, 4.70044, 0.14599, 3.57692, 0.98684, 0.31108, 0.14275, 0.03846, 1.34912, 0.67759, 0.19179, 293.34615, 3.56987
121, 74.00000, 6.20945, 0.20159, 3.60811, 1.33260, 0.23463, 0.13899, 0.06757, 1.30195, 0.92112, 0.31043, 221.25676, 3.73808
122, 61.00000, 5.93074, 0.12818, 3.98361, 0.97454, 0.14233, 0.09736, 0.21311, 1.29221, 0.86430, 0.24679, 134.21311, 3.71111
123, 54.00000, 5.75489, 0.15082, 3.85185, 1.10586, 0.22309, 0.13488, 0.07407, 1.25140, 0.83256, 0.41114, 210.37037, 3.91126
124, 24.00000, 4.58496, 0.15377, 3.50000, 1.02151, 0.29449, 0.13468, 0.04167, 1.25567, 0.97317, 0.61495, 277.70833, 3.92719
125, 182.00000, 7.50779, 0.20826, 3.43956, 1.29776, 0.16363, 0.12670, 0.25275, 1.28943, 0.90028, 0.35185, 154.30769, 3.42260
126, 45.00000, 5.49185, 0.18337, 3.53333, 1.17937, 0.18127, 0.14870, 0.28889, 1.38163, 1.02029, 0.26121, 170.93333, 3.33502
127, 23.00000, 4.52356, 0.15927, 4.13043, 1.51671, 0.27014, 0.17568, 0.04348, 1.38667, 1.78507, 0.81520, 254.73913, 3.31237
128, 184.00000, 7.52356, 0.14943, 3.66304, 1.01655, 0.18509, 0.12089, 0.13043, 1.30701, 0.74958, 0.11402, 174.54348, 3.65999
129, 30.00000, 4.90689, 0.24188, 2.60000, 1.16264, 0.20672, 0.15665, 0.23333, 1.37385, 1.15299, 0.43546, 194.93333, 3.49496
130, 353.00000, 8.46352, 0.13037, 3.98584, 0.98126, 0.14497, 0.11838, 0.32011, 1.34979, 0.96726, 0.12061, 136.71105, 3.25938
131, 30.00000, 4.90689, 0.12634, 4.13333, 1.04166, 0.20795, 0.14998, 0.16667, 1.29092, 0.86987, 0.33302, 196.10000, 3.84982
132, 22.00000, 4.45943, 0.09255, 3.77273, 0.68534, 0.23055, 0.17894, 0.27273, 1.25524, 0.54312, 0.07469, 217.40909, 3.94338
133, 26.00000, 4.70044, 0.18397, 3.19231, 1.09615, 0.21498, 0.15462, 0.19231, 1.36012, 0.75046, 0.37928, 202.73077, 3.45128
134, 25.00000, 4.64386, 0.16000, 3.64000, 1.07548, 0.26672, 0.15039, 0.12000, 1.36615, 1.03682, 0.57710, 251.52000, 3.42462
135, 55.00000, 5.78136, 0.11730, 3.38182, 0.78152, 0.18332, 0.12669, 0.16364, 1.33052, 0.45036, 0.12507, 172.87273, 3.46026
136, 35.00000, 5.12928, 0.08158, 4.34286, 0.72529, 0.25835, 0.14157, 0.05714, 1.28018, 0.67464, 0.25591, 243.62857, 3.91107
137, 47.00000, 5.55459, 0.11676, 4.31915, 1.10545, 0.25688, 0.14297, 0.10638, 1.37891, 1.26771, 0.55976, 242.23404, 3.40193
138, 51.00000, 5.67243, 0.07609, 4.27451, 0.66569, 0.21598, 0.12187, 0.05882, 1.23479, 0.58572, 0.20249, 203.66667, 3.93383
139, 24.00000, 4.58496, 0.10851, 4.00000, 0.83406, 0.21209, 0.17248, 0.20833, 1.32133, 0.75635, 0.18452, 200.00000, 3.66036
140, 21.00000, 4.39232, 0.12169, 3.42857, 0.81064, 0.23608, 0.15886, 0.09524, 1.41923, 0.61212, 0.20066, 222.61905, 3.28713
141, 107.00000, 6.74147, 0.21101, 3.42991, 1.33962, 0.19004, 0.14991, 0.21495, 1.38436, 1.11436, 0.33867, 179.20561, 3.23114
142, 33.00000, 5.04439, 0.17677, 3.63636, 1.19421, 0.21093, 0.13041, 0.06061, 1.33591, 0.76907, 0.20563, 198.90909, 3.61410
143, 20.00000, 4.32193, 0.13974, 3.90000, 1.02084, 0.25923, 0.15275, 0.05000, 1.40193, 0.91218, 0.43647, 244.45000, 3.43761
144, 206.00000, 7.68650, 0.13199, 3.67476, 0.95050, 0.18494, 0.12421, 0.16019, 1.29456, 0.60169, 0.22626, 174.40291, 3.69382
145, 316.00000, 8.30378, 0.21938, 3.33544, 1.30742, 0.13976, 0.11923, 0.31646, 1.33761, 0.91160, 0.39352, 131.79747, 3.21817
146, 29.00000, 4.85798, 0.17406, 3.62069, 1.20753, 0.20788, 0.15689, 0.20690, 1.32555, 0.78396, 0.53806, 196.03448, 3.52504
147, 20.00000, 4.32193, 0.09881, 4.20000, 0.83351, 0.19677, 0.14864, 0.20000, 1.38151, 0.88968, 0.32845, 185.55000, 3.59393
148, 65.00000, 6.02237, 0.15953, 4.00000, 1.27475, 0.22114, 0.13359, 0.04615, 1.26829, 1.00261, 0.58710, 208.53846, 3.85950
149, 36.00000, 5.16993, 0.21047, 2.88889, 1.11555, 0.18938, 0.13680, 0.16667, 1.39249, 0.86746, 0.25245, 178.58333, 3.41893
150, 32.00000, 5.00000, 0.12627, 3.84375, 1.01947, 0.25070, 0.15501, 0.00000, 1.36809, 0.81914, 0.29838, 236.40625, 3.60308
151, 307.00000, 8.26209, 0.13632, 3.99674, 1.04004, 0.15466, 0.11298, 0.20847, 1.28459, 0.77693, 0.20445, 145.84365, 3.71406
152, 106.00000, 6.72792, 0.10925, 4.32075, 0.99088, 0.17131, 0.11477, 0.13208, 1.36348, 1.13490, 0.54045, 161.54717, 3.44218
153, 23.00000, 4.52356, 0.27494, 2.95652, 1.49174, 0.32897, 0.13595, 0.00000, 1.26893, 1.34134, 0.28112, 310.21739, 3.78557
154, 51.00000, 5.67243, 0.12075, 3.96078, 0.89355, 0.22382, 0.13377, 0.09804, 1.27045, 0.64447, 0.21182, 211.05882, 3.88142
155, 22.00000, 4.45943, 0.15517, 2.63636, 0.84771, 0.22901, 0.15000, 0.09091, 1.44214, 0.81964, 0.11945, 215.95455, 3.25010
156, 37.00000, 5.20945, 0.11320, 3.72973, 0.80445, 0.19380, 0.09979, 0.10811, 1.21339, 0.58688, 0.11433, 182.75676, 3.98623
157, 51.00000, 5.67243, 0.17556, 3.78431, 1.23796, 0.22392, 0.14946, 0.15686, 1.36519, 0.97807, 0.17521, 211.15686, 3.43656
158, 173.00000, 7.43463, 0.14196, 3.80347, 1.00382, 0.18219, 0.12141, 0.15029, 1.32575, 0.73432, 0.17969, 171.80347, 3.54330
159, 107.00000, 6.74147, 0.21640, 3.42991, 1.33962, 0.17001, 0.13116, 0.27103, 1.37941, 1.08302, 0.54888, 160.31776, 3.11801
160, 120.00000, 6.90689, 0.13387, 3.91667, 1.00906, 0.18249, 0.12364, 0.15000, 1.31137, 0.74581, 0.31942, 172.09167, 3.64558
161, 58.00000, 5.85798, 0.23509, 2.55172, 1.12659, 0.24315, 0.13620, 0.08621, 1.28079, 1.44948, 0.39172, 229.29310, 3.81771
162, 42.00000, 5.39232, 0.10391, 3.59524, 0.73450, 0.24802, 0.14870, 0.04762, 1.32801, 0.57175, 0.16778, 233.88095, 3.52440
163, 23.00000, 4.52356, 0.13387, 3.30435, 0.87567, 0.29835, 0.12813, 0.00000, 1.28169, 0.68783, 0.24720, 281.34783, 3.84469
164, 63.00000, 5.97728, 0.11990, 4.12698, 0.95870, 0.20662, 0.13372, 0.12698, 1.37633, 1.08538, 0.44451, 194.84127, 3.30384
165, 30.00000, 4.90689, 0.11611, 4.00000, 0.87099, 0.24786, 0.14380, 0.10000, 1.28628, 0.75655, 0.23023, 233.73333, 3.75860
166, 20.00000, 4.32193, 0.21479, 3.55000, 1.43178, 0.25652, 0.17519, 0.15000, 1.38439, 1.30555, 0.75329, 241.90000, 3.17543
167, 69.00000, 6.10852, 0.23425, 3.37681, 1.45624, 0.12476, 0.11099, 0.31884, 1.18377, 0.90377, 0.00000, 117.65217, 3.46076
168, 69.00000, 6.10852, 0.23340, 3.33333, 1.40028, 0.22612, 0.14120, 0.07246, 1.38071, 1.06834, 0.44537, 213.23188, 3.32076
169, 37.00000, 5.20945, 0.12980, 3.97297, 0.98563, 0.21791, 0.15335, 0.08108, 1.25049, 0.77101, 0.17620, 205.48649, 3.78313
170, 22.00000, 4.45943, 0.12322, 3.77273, 0.92231, 0.21247, 0.16446, 0.22727, 1.42187, 0.84553, 0.30002, 200.36364, 3.12007
171, 28.00000, 4.80735, 0.10935, 3.46429, 0.74447, 0.19974, 0.14247, 0.10714, 1.36043, 0.51218, 0.09362, 188.35714, 3.66758
172, 27.00000, 4.75489, 0.13351, 3.18519, 0.87868, 0.12152, 0.07375, 0.22222, 1.27364, 0.93590, 0.36405, 114.59259, 3.85412
